doc
b star see high resolution xmm newton report property early b star observe grating board xmm newton chandra double number b star analyse high resolution spectra typically appear soft temperature kev moderately bright low value later type star line previous study find absence circumstellar absorption negligible line broadening line shift formation radius range r x ray brightness derive hot mass loss rate target compare value prediction value derive optical domain case hot fraction wind non negligible derived x ray abundance compare value obtain optical datum fair agreement find finally half sample present temporal variation long term short term particular find second example x ray pulsator detect flare like activity binary display high energy tail bright x ray emission sample
dark star planck core nature dark matter dark star compact massive object describe einstein gravitational field equation matter type consider possess event horizon instead deep gravitational strong redshift factor observationally dark star identify black hole inside dark star planck density matter reach planck core form equation modify quantum gravity paper model dark star planck core consider result following hypothesis composition dark matter galaxy flood low energetic radiation dark star particle type photon graviton standard model new type massless particle model estimation extremely large redshift factor emission wavelength reach particle register directly exist dark matter experiment come density sufficient explain observable rotation curve emission geometric dependence density radius produce flat rotation curve distribution source describe deviation flat shape model provide good fit experimental rotation curve outbreak cause fall external object dark star lead emission wavelength shift small value model estimation outbreak wavelength compatible fast radio burst paper raise principal question white hole planck core appear stable galactic rotation curve consider setup depend matter type inside galaxy dark matter hot radial type cosmological distance behave like cold uniform type
observe star black hole high sensitivity jwst open new window end cosmological dark age small stellar cluster stellar mass low mass black hole bhs mass directly detectable redshift individual supernovae sne gamma ray burst grb afterglow bright visible redshift dense primordial gas process collapse large scale form protogalaxie possible image diffuse recombination line emission possibly star bhs form article discuss key physical process expect determine size star cluster black hole prospect study object direct detection jwst instrument direct light emit stellar cluster intermediate mass black hole likely fall jwst detection threshold jwst reveal decline faint end high redshift luminosity function shed light radiative feedback effect operate early epoch jwst sensitivity detect individual sne dedicated survey last week thousand sne detect redshift distribution extend formation star sne tracer method map early stage cosmic star formation history finally point study early object high redshift offer new window primordial power spectrum time small scale probe current large scale structure datum
