doc
new method b meson decay constant form factor lattice nrqcd determine normalisation scalar pseudoscalar current operator non relativistic quark highly improve stagger light quark lattice quantum chromodynamic qcd use matrix element operator extract meson decay constant form factor compare obtain standard vector axial vector operator provide test systematic error lattice qcd determination meson decay constant form factor provide new value meson decay constant lattice qcd calculation ensemble include quark sea u quark mass go physical value result gev gev agree early result temporal axial current combine previous result provide update value gev gev
bottomonium precision test lattice qcd hyperfine splitting leptonic width quark contribution hadron calculate mass difference leptonic width lattice qcd highly improve stagger quark formalism quark include quark sea result lattice lattice spacing low fm multiple heavy quark mass enable map heavy quark mass dependence determine value quark mass result second uncertainty come neglect quark line disconnected correlation function decay constant mev mev give hyperfine splitting leptonic width good agreement experiment provide accurate lattice qcd result date quantity margin time result time moment vector vector correlation function compare value quark contribution determine experiment moment provide test qcd yield quark contribution anomalous magnetic moment muon result cover range heavy quark mass useful constrain qcd like composite theory standard model physics
isospin break decay constant heavy meson qcd sum rule present study strong isospin break ib effect qcd difference mass leptonic decay constant charmed beauty pseudoscalar vector meson method qcd sum rule apply sum rule analysis decay constant meson contain heavy quark light quark light mass range average u quark mass strange quark mass analyse dependence decay constant light quark mass extract good accuracy ib ratio decay constant lead order mass difference obtain yield mev mev mev mev case finding consistent recent lattice qcd result low case show tension standard deviation
