doc
ideal structure crossed product cuntz algebras quasi free action abelian group completely determine ideal structure crossed product cuntz algebras quasi free action abelian group proof kishimoto result simplicity crossed product necessary sufficient condition algebra primitive compute conne spectra k group algebra
relative cohomology banach algebras let banach algebra necessarily unital let closed subalgebra establish connection banach cyclic cohomology group banach cyclic cohomology group prove banach algebra bound approximate identity amenable closed subalgebra topological isomorphism n establish connection banach simplicial cyclic cohomology group quotient algebra amenable close bi ideal result apply calculation group certain operator algebra include von neumann algebras
boundary operator algebra free uniform tree lattice let finite connect graph vertex degree fundamental group free group act universal cover tree boundary endow natural topology borel measure crossed product depend rank cuntz krieger algebra structure explicitly determine crossed product von neumann algebra possess rigidity homogeneous degree von neumann algebra hyperfinite factor type bipartite
