doc
chemical abundance giant star tidally disrupt globular cluster ngc high resolution infrared spectroscopy present abundance c n o f na fe giant star tidally disrupt globular cluster ngc abundance derive compare synthetic spectra high resolution infrared spectra obtain phoenix spectrograph gemini south telescope find large star star abundance variation element c n o f na ngc globular cluster f measure star cluster reveal f abundance variation amplitude comparable exceed o pattern produce m agb star limited sample f abundance globular cluster low field bulge star metallicity ngc pal tidally disrupt globular cluster red giant member exhibit o na abundance variation see comparable metallicity field star globular cluster like ngc pal contribute field star field star form environment chemical enrichment history like ngc pal sample size small amplitude o na abundance variation infer large initial cluster mass tentatively confirm ngc massive globular cluster galaxy
metal poor star study lamost subaru ii elemental abundance present homogeneous abundance analysis element metal poor vmp star base lamost survey follow observation subaru telescope large high resolution vmp sample include new object study single program attempt accurately determine evolutionary stage large sample base gaia parallax sample cover wide metallicity range fe fe include object fe expand coverage evolutionary status make possible define abundance trend respectively giant turn star newly obtain abundance datum confirm abundance trend find previous study provide useful update new sample outlier li plateau see fe h sample average li abundance clearly low low metallicity mg si overabundant respect fe show decrease trend increase metallicity comparison chemical evolution model indicate abundance ti sc co reproduce current theoretical prediction correlation see sc alpha element zn show detectable correlation ti alpha element fraction carbon enhance star c fe range turn star depend treatment object c abundance determine high giant mg poor star mg fe identify wide metallicity range fe h eu rich star eu fe discover fe h enlarge sample r process enhance star relatively high metallicity
spectroscopic analysis galactic globular cluster ngc combined effort utilize spectroscopy photometry reveal existence new globular cluster class anomalous cluster refer iron complex cluster differentiate normal cluster exhibit large dex intrinsic metallicity dispersion complex sub giant branch correlate fe h s process enhancement order investigate phenomenon measure radial velocity chemical abundance red giant branch star massive scarcely study globular cluster ngc velocity abundance determine high resolution spectra obtain michigan magellan fiber system mspec spectrograph magellan clay m telescope las campanas observatory find ngc average heliocentric radial velocity km km extended metallicity distribution fe compose distinct stellar population dominant population similar na fe al fe alpha fe abundance pattern metal rich star exhibit significant la fe enhancement la eu datum indicate increase la fe pure s process enrichment metal rich population low x fe ratio present ngc join cluster omega centauri m m ngc new class iron complex cluster exhibit complicated star formation history
