doc
complete lie algebra paper author give method construct complete lie algebra method derivation algebra lie algebra complete
twist algebra vertex operator representation let generic subgroup multiplicative group nonzero complex number define class lie algebra associate call twisted algebra natural generalization twisted affine lie algebra start arbitrary sublattice arbitrary finite order isometry preserve construct family twisted operator act generalized fock space afford irreducible representation certain twisted algebra application recover number know vertex operator realization infinite dimensional lie algebra twisted affine lie algebra extended affine lie algebra type trigonometric lie algebra series unitary lie algebra lie algebra
character algebra module category hopf algebra give finite dimensional hopf algebra h exact indecomposable module category m explicitly compute adjoint algebra object category yetter drinfeld module h space class function associate m introduce shimizu result structure fintite tensor category preprint use construction describe algebra h group algebra dual group algebra result allow compute adjoint algebra certain group theoretical fusion category
