doc
modeling scintillation photon transport reconstruction algorithm time flight detector neutrino experiment upgrade aim reduce systematic uncertainty cp violating phase reject non cp violation hypothesis confidence level crucial component upgrade alongside super fine grain detector superfgd high angle time projection chamber tpc time flight tof detector significantly enhance background rejection particle identification capability tof detector feature module cube configuration plastic scintillator bar measure equip silicon photomultiplier sipm array end capture scintillation light letter outline modelling detector response signal reconstruction process
comparison response base fast neutron detector liquid scintillator reference detector comparison pulse shape discrimination characteristic novel base pressurized scintillation detector liquid scintillator reference detector mixed field neutron gamma ray source high resolution scintillation pulse digitizer particular capability fast neutron detector discriminate neutron gamma ray investigate liquid scintillator reference cell produce wide range scintillation light yield response gamma ray field source stark contrast size pressure gas volume base detector register maximum scintillation light yield gamma ray field pulse shape discrimination particle scintillation light yield excellent case base detector signal unambiguously neutron enable particle identification base entirely scintillation light produce
measurement basic characteristic gain uniformity triple gem detector large area gas electron multipli gem detector preferred choice tracking device major nuclear particle physics experiment uniformity surface detector term gain energy resolution efficiency crucial optimum performance detector present work detailed performance study triple gem detector operate ar gas mixture proportion make voltage scan efficiency rh beta source cosmic ray gain energy resolution detector study x ray spectrum source uniformity detector investigate divide detector zone measure gain energy resolution center zone variation gain energy resolution find respectively study essential characterise gem detector final use experiment
