doc
rapid evolution volatile co protostellar disk stage protoplanetary disk stage recent observation co gas abundance relative myr old protoplanetary disk heavily deplete factor compare canonical interstellar medium value depletion happen significantly affect composition planetesimal atmosphere giant planet important constrain depletion occur early protostellar disk stage present spatially resolve observation line protostellar disk line emit disk inner envelope line consistent disk origin line ratio indicate line optically thick disk region line optically thin line profile emission well reproduce keplerian gaseous disk similar size mm continuum emission suggest small radial separation gas mm sized grain disk contrast large separation commonly see protoplanetary disk assume gas dust ratio find co gas abundance protostellar disk consistent ism abundance factor nearly order magnitude high average value myr old disk result suggest fast myr evolution abundance co gas protostellar disk stage protoplanetary disk stage
alma survey protoplanetary disk lynd present alma observation protoplanetary disk star form region lynd orion molecular cloud observation include mm continuum emission spectral window cover transition detect protoplanetary disk dust continuum level detection rate sample contain transitional disk detect continuum target infrared bright class ii object bias sample massive disk determine dust mass upper limit source sample compare sample protostar region find decrease dust mass evolutionary state compare sample region survey find lynd relatively massive dust disk population compare region similar old age median dust mass dust mass equal great minimum solar nebula dust mass value analyze disk mass accretion rate relationship sample find viscous disk lifetime similar age region large spread object show large scale au structure dust continuum gas line discuss potential origin emission include accretion streamer large dust grain
organic molecule protoplanetary disk dg tau reveal alma planet form protoplanetary disk inherit chemical composition crucial map distribution investigate formation simple organic formaldehyde methanol protoplanetary disk analyze alma observation nearby disk jet system t tauri star dg tau o e transition unprecedented resolution au distance pc emission originate rotate ring extend au peak au edge mm dust continuum emission detect mjy beam km s channel assume ortho para ratio disk height average column density inner au o emission detect upper limit beam average column density ring disk dg tau locate co iceline au suggest abundance enhance outer disk formation grain surface hydrogenation co ice emission peak edge mm dust continuum enhanced desorption gas phase cause increase uv penetration temperature inversion abundance ratio agreement disk chemistry model inner edge ring coincide radius polarization dust continuum change orientation hint tight link chemistry dust property outer disk possible presence substructure dust distribution
