doc
critical group group representation paper investigate critical group faithful representation finite group compute order critical group term character value give restriction subgroup structure compute precise structure critical group regular representation finite group reflection representation symmetric group
order unitary subgroup group algebras let group algebra finite finite field positive characteristic let involution algebra linear extension anti automorphism group odd prime order subgroup establish case generalize result obtain finite abelian prove order subgroup non abelian divisible number depend size order number element order order subgroup determine order finite
order unitary subgroup modular group algebra let kg group algebra finite p group g finite field k characteristic compute order unitary subgroup group unit g extraspecial group central product group cyclic group order g abelian subgroup index element b b invert element
