doc
quantum phase property state drive classical field consider nonclassical state generate atom cavity field interaction presence drive field scheme level atom move cavity drive classical field atom interact dispersively cavity field result photon number dependent stark shift assume atom enter cavity excited state obtain output cavity field take account state vector describe entire atom field system work deal statistical aspect cavity field quantum state correspond output cavity field obtain trace atom different quantum phase property quantum phase distribution angular phase function phase dispersion evaluate obtain radiation field second order correlation function indirect phase characteristic consider
optical bistability enable control resonant light transmission atom cavity system control light transmission fabry perot cavity contain atom theoretically investigate cavity mode beam intersecting control beam close specific atomic resonance level atomic system consider interaction cavity mode study solve time dependent cavity field atomic state population condition optical bistability atom cavity system obtain steady state limit ensemble atom cavity mode response intra cavity light intensity intersecting resonant beam understand stationary atom close system non static atom open system open system model adjust atomic state population represent exchange atom cavity mode thermal environment solution model qualitatively explain observe steady state transient behaviour light cavity mode sharma et al control behaviour level atomic system study rich physics arise system closed open atomic system discuss
artificial coherent state light multi photon interference single photon stream coherent optical state consist quantum superposition different photon number fock state form orthogonal basis photon number state obtain linear optic demonstrate reverse manipulate random continuous single photon stream quantum interference optical sagnac loop create engineer quantum state light tunable photon statistic include approximate weak coherent state demonstrate experimentally true single photon stream produce semiconductor quantum dot optical microcavity obtain light agreement theory explain quantum interference photon produce artificial light state complex coherent state contain quantum entanglement photon make resource multi photon entanglement
