doc
transit visibility zone solar system planet detection thousand extrasolar planet transit method naturally raise question potential extrasolar observer detect transit solar system planet present comprehensive analysis region sky transit event solar system planet detect specify different solar system planet observe give point sky find maximum number report probability randomly position external observer able observe single multiple solar system planet transit specifically find probability able observe transit planet transit planet transit planet identify know exoplanet favourable geometric perspective allow transit detection solar system ongoing mission extend list use occurrence rate exoplanet estimate temperate earth sized planet orbit gk m dwarf star bright respectively locate earth transit zone
update mass gas giant planet system transit time variation radial velocity observation planet system exhibit great multiplicity planet find date planet transit discover photometry nasa kepler primary mission outermost planet g d h d exhibit significant transit time variation ttv observe time respectively kepler ttv allow determination planetary mass dynamical modeling pair gravitational interaction paucity transit allow broad range solution mass orbital ephemeris determine accurate mass orbital parameter planet g h combine radial velocity rvs collect decade kepler transit datum jointly model transit time outer planet rv time series planet model predict future time transit prediction lead recover transit g ground base observatory combine transit previously unpublished transit time planet g h kepler photometry rv datum update mass linear ephemeris planet find mass g h respectively markov chain monte carlo analysis result enable insight architecturally rich system pave way atmospheric characterization space base facility
system sub neptune orbit sun like star report discovery planetary system orbit aka high proper motion g type dwarf star photometrically monitor tess space mission sector obtain model stellar spectrum find object slightly small sun somewhat old similar metallicity planet candidate find light curve transit star combine tess transit photometry harp high precision radial velocity follow measurement confirm planetary nature transit signal determine mass radius bulk density planet planet candidate discover serendipitously radial velocity datum inner transit planet b orbital period day mass radius second transit planet c orbital period day mass radius find outermost planet candidate orbit star period day confirm planet minimum mass investigate tess light curve order search mono transit planet d success discuss importance implication planetary system term geometrical arrangement planet orbit g type star
