doc
heavy absorption soft x ray emission line xmm newton spectrum type radio loud quasar report result ks xmm newton observation type quasar optical spectropolarimetric datum demonstrate presence hide broad line region powerful redden starlight correction narrow line frii radio galaxy analysis aim investigate x ray spectral property peculiar source remain poorly know far analyze kev spectroscopic datum collect epic camera x ray spectrum radio loud quasar typical local compton thin seyfert galaxy exhibit strong absorption x narrow neutral fe kalpha emission line equivalent width ev observation reveal soft portion spectrum characterize strong emission line low level scatter primary continuum possible explanation feature term thermal emission temperature collisionally ionize plasma emission unlikely high luminosity estimate component x erg s likely soft x ray emission originate photoionize plasma commonly observe obscure radio quiet seyfert like agn x ray observation definitively confirm presence hide quasar line rich spectrum steepness hard x ray continuum gamma find source weaken hypothesis bulk ofthe x ray emission radio loud agn high excitation optical line arise jet non thermal emission
xmm newton observation seyfert galaxy ngc nucleus present result half day observation xmm newton nucleus nearby seyfert galaxy ngc x ray spectrum nucleus consist heavily absorb hard component dominate kev band soft component see kev band hard band spectrum fit power law model photon index attenuate compton thin absorber x narrow iron line detect kev equivalent width ev line velocity width marginally resolve soft emission model power law emission scatter surround plasma rapid high amplitude variability observe hard x ray band iron line soft emission significant variability suggest nucleus experience overall long term trend decrease hard x ray intensity timescale year discuss origin spectral component
search hidden agn nearby star form galaxy chandra abridge aim search x ray signature agn sample star form relatively early type nearby spiral galaxy galaxy likely host nuclear super massive black hole method source ho et al optical sample isolate individual chandra x ray source close optical position calculated x ray luminosity lx x ray colour halpha luminosity star formation rate source sufficient count extract x ray spectra fit standard spectral model assess significance add fe k alpha emission gaussian component fit mean calibration standard f test rest source estimate value intrinsic hydrogen column density nhint power law photon index gamma reproduce observed x ray colour result nuclear source ngc ngc fe k alpha emission line component include high significance whilst power law flat source high star formation rate rate ngc high sample conclusion detection fe k alpha emission come central isolated source point hidden agn relatively early type star form spiral presence agn likely massive disturbed starburst x ray contribution small central source bolometric luminosity fraction x eddington luminosity x ray flux central source total galactic flux kev band
