doc
scale property fractional momentum loss high pt hadron nucleus nucleus collision gev tev measurement fractional momentum loss high transverse momentum identify hadron heavy ion collision present collision gev measure phenix experiment relativistic heavy ion collider charge hadron collision measure alice experiment large hadron collider study scale property function number variable number participant number quark participant charge particle density bjorken energy density time equilibration time find maximum vary centrality collision energy maximum tend follow power law function scaling variable datum gev tev sufficiently high particle density common scaling lend insight physics parton energy loss
femtoscopy pb pb pp collision lhc alice experiment report result femtoscopic analysis pb pb collision tev pp collision tev identical pion kaon detailed femtoscopy study heavy ion collision sps rhic show emission region size hbt radius decrease increase pair transverse momentum understand manifestation collective behavior matter trend predict persist lhc datum pb pb collision confirm existence flow medium provide strict constraint dynamical model similar analysis carry pp collision pion kaon qualitative similarity heavy ion datum see especially collision produce large number particle observed trend insight soft particle production mechanism pp collision radius find universally scale event multiplicity heavy ion collision extend range multiplicity upwards pb pb datum downward pp datum test scaling new area particular high multiplicity pp collision reach particle density comparable one measure peripheral cu cu au au collision rhic allow time directly compare freeze size system different initial state
examine model dependence determination kinetic freeze temperature transverse flow velocity small collision system transverse momentum distribution identify particle produce small collision system relativistic heavy ion collider rhic large hadron collider lhc analyze model model utilize blast wave model different statistic model employ certain linear correspondence base different distribution model describe experimental datum measure pioneer high energy nuclear interaction experiment phenix solenoidal tracker rhic star large ion collider experiment alice ccollaboration equally find kinetic freeze temperature transverse flow velocity central collision comparable peripheral collision increase collision energy rhic lhc consider quantity typically decrease compare central collision proton proton collision close peripheral collision
