doc
triangle tile v tiling tile integer side n tiling triangle abc triangle t way write abc union n triangle congruent t overlap boundary triangle t tile tile similar abc wish understand possible tiling completely characterize triple abc t n abc n tile particular understanding enable specify n exist tile t triangle abc n tile t give n determine tile triangle n tiling give abc determine tile n n tile abc fifth paper series paper subject previous paper reduce problem case t degree angle integer length problem paper able completely solve problem prove n tiling tile n combine result early work remove exception tile degree angle obtain definitive non existence result example tiling tiling tiling tiling tiling tiling etc number possible shape abc shape exhibit small n presently unknown n tiling example equilateral abc simple unsolved case minimal n example tile side
structure translational tiling obtain structural result translational tiling periodic function finite tile particular level tiling periodic set weakly periodic disjoint union set individually periodic direction present counterexample high level tiling fail weakly periodic establish quantitative version dimensional periodic tiling conjecture assert finite tile admit tiling admit periodic tiling provide polynomial bind period give exponential type bind computational complexity problem decide give finite subset tile byproduct structural theory obtain explicit formula universal period tiling dimensional tile
complex tiling study minimal complexity tiling plane give tile set note tile set admit tiling tile kolmogorov complexity n n square construct tile set bind tight n n square tiling complexity add quantitative angle classical result non recursivity tiling develop term ture degree unsolvability keyword tiling kolmogorov complexity recursion theory
