doc
limit characteristic polynomial classical random matrix ensemble demonstrate convergence characteristic polynomial random matrix ensemble limit universal function microscopic scale random matrix ensemble treat classical compact group gaussian unitary ensemble fact result product general limit theorem convergence random entire function zero present simple regularity property
product random matrix polynomial ensemble recently show spherical transform convenient tool study relation joint density singular value eigenvalue bi unitarily invariant random matrix present work discuss implication result product random matrix particular derive transformation formula joint density product independent bi unitarily invariant random matrix polynomial ensemble second polynomial ensemble derivative type allow derive generalize number recent result random matrix theory include transformation formula kernel correspond determinantal point process start result construct continuous family random matrix ensemble interpolate product different number ginibre matrix inverse ginibre matrix furthermore contact asymptotic distribution lyapunov exponent product large number bi unitarily invariant random matrix fix dimension
central limit theorem linear eigenvalue statistic wign sample covariance random matrix consider classical ensemble random matrix theory wign matrix sample covariance matrix prove central limit theorem linear eigenvalue statistic weak compare result know condition number derivative test function number entry moment develop universal method allow obtain automatically bound variance differentiable test function bound variance trace resolvent random matrix method applicable wign sample covariance matrix ensemble random matrix
