doc
non holomorphic modular symmetry type seesaw implication neutrino mass leptogenesis propose minimal extension standard model right handed neutrino govern non holomorphic modular flavor symmetry model framework light neutrino mass generate popular type seesaw mechanism structure dirac neutrino yukawa coupling decide nonholomorphic modular form unlike conventional flavor model ad hoc flavon field structure dirac majorana mass matrix entirely determine modulus parameter construct predictive mass matrix charge lepton dirac neutrinos right hand majorana neutrino compatibility neutrino oscillation datum appropriate choice input model parameter find analysis neutrino mass mix give excellent agreement current neutrino oscillation observable take normal hierarchical pattern light neutrinos present numerical analysis set benchmark point explain neutrino mass generate correct baryon asymmetry thermal leptogenesis estimate numerically value cp asymmetry examine evolution lepton asymmetry study boltzman equation consider strong washout regime cp asymmetry parameter range model predict effective majorana mass mev range current experimental bound reach generation search key feature non holomorphic modular symmetry naturally accommodate non zero neutrino mass mixing minimize yukawa arbitrariness establish direct connection high scale leptogenesis low energy neutrino observable parameter model provide testable link neutrino flavor physics cosmology
lepton number framework neutrino mix short review discuss notion lepton number strong evidence favor neutrino oscillation obtain recently super kamiokande atmospheric neutrino experiment solar neutrino experiment imply law conservation family lepton number strongly violate consider state flavor neutrinos discuss evolution state space time case non conservation family lepton number mixing light neutrinos discuss compare different flavor neutrino discovery experiment stress experiment search oscillation demonstrate flavor neutrino new type neutrino different case neutrino mixing lepton number connect nature massive neutrino conserve lepton number exist massive neutrino dirac particle review possibility check future experiment conserve lepton number exist
status neutrino mixing oscillation evidence favor neutrino oscillation obtain solar atmospheric neutrino experiment discuss neutrino oscillation solar atmospheric range neutrino mass square difference consider framework minimal scheme mixing massive neutrino
