doc
discrete variable quantum key distribution homodyne detection quantum key distribution qkd protocol classify discrete variable dv protocol continuous variable cv protocol base classical information encode propose protocol combine good world simplicity quantum state preparation dv qkd cost effective high bandwidth homodyne detector cv qkd propose protocol highly practical feature require honest party share reference phase require cv qkd selection decode basis perform measurement prove security propose protocol asymptotic limit assumption collective attack simulation suggest protocol suitable secure high speed practical key distribution metropolitan distance
measurement device independent quantum key distribution base bell inequality propose quantum key distribution qkd protocol base bell inequality consider modify time reverse protocol similar measurement device independent quantum key distribution mdi qkd protocol scheme require assumption alice bob perfectly characterize encode quantum state second protocol require assumption defeat known unknown source attack compare mdi qkd protocol naturally immune hack attack respect detection security protocol prove base violation bell inequality measurement datum fair sample assumption simulation result protocol long distance quantum key distribution km remain secure conventional laser asymptotic data case present new technique estimate bell inequality violation apply field quantum information processing
phase match quantum key distribution protocol state system quantum key distribution branch quantum mechanic cryptography distribute key legal communication party unconditionally secure manner realize transmit confidential information unconditional security consider phase match quantum key distribution protocol state system time phase coherent state propose different way response successful detection party gain raw key flip flip simulation result compare phase match quantum key distribution protocol phase equal propose protocol break limit linear key generation rate short distance long practical transmission distance one protocol low
