doc
search dark matter nucleon interaction dark mediator report result search dark matter nucleon interaction dark mediator optimize low energy datum t liquid xenon experiment ionization signal datum utilize migdal effect set stringent limit cross section dark matter mass range assumption dark mediator dark photon decay scalar dark matter pair early universe rule significant parameter space thermal relic dark matter model
search connection dark matter high energy neutrino icecube work present result search signature dark matter decay annihilation standard model particle secret neutrino interaction dark matter neutrinos produce decay annihilation galactic extragalactic dark matter additionally interaction dark matter neutrino exist dark matter interact extragalactic neutrinos particular galactic dark matter induce anisotropy neutrino sky interaction present use seven half year high energy starting event hese sample datum measure neutrino energy range approximately tev pev study phenomenon sky event selection dominate extragalactic neutrinos dark matter pev mass constrain velocity average annihilation cross section small exclusive channel channel mass constrain lifetime dark matter large s channel study decay exclusively bound large finally search evidence astrophysical neutrino scatter galactic dark matter scenario fermionic dark matter vector mediator constrain dimensionless coupling associate interaction dark matter mass gev mediator mass gev case scalar dark matter fermionic mediator constrain coupling dark matter mediator mass mev
model component dark matter scenario multi component scalar dark matter base single symmetry simple motivated paper investigate time phenomenology model component dark matter model see extension know singlet scalar model feature complex scalar field dark matter particle standard model singlet different charge symmetry interaction allow rise novel process dark matter particle affect relic density detection prospect study detail key parameter model identify viable region characterize mean random scan unlike singlet scalar model dark matter mass tev compatible present datum dark matter density turn dominate light component find current future direct detection experiment sensitive signal dark matter particle
