doc
representation compact operator banach space article representation compact operator act reflexive banach space generalize representation give edmund et al compact operator reflexive banach space strictly convex dual representation operator banach space comparable compact normal operator hilbert space illustrate result example
embeddability representability universality involve banach space give category object useful important know object category realise sub object morphism give category single object category enjoy nice property category separable banach space morphism consist linear isometry example universal object provide know banach mazur theorem space continuous function unit interval contain separable banach space closed subspace linear isometry question arise oppose realise separable banach space space continuous function possible embed banach space subgroup group linear isometry resp unitarie nice banach resp hilbert space case say give banach space representable group isometry resp unitarie hand idea embeddability involve possibility realise object give class object include inside object class enjoy good property present initial object consider banach space come equip weak structure involve underlie metric lipschitz uniform topological structure follow linear isomorphism isometry consider morphism category consist map lipschitz uniformly continuous continuous motivate consideration situation necessary know banach space resp metric space embed nice banach space metric uniform merely topological space
infinite dimensional space consist sequence converge zero give map f e banach space banach lattice set bounded sequence x vector topology investigate existence infinite dimensional banach space banach lattice contain subsequence consist origin sequence belong converge zero respect application provide encompass improvement known result new result concern banach space banach lattice satisfy classical property linear nonlinear map belong study class
