doc
incompatible bound category force axiom introduce bounded category force axiom behave class strong form bounded forcing axiom completely decide theory initial segment universe modulo force cardinal naturally associate axiom naturally extend projective absoluteness arbitrary set force situation class unlike projective absoluteness high bound category force axiom follow large cardinal axiom force mild large cardinal assumption existence class give rise pairwise incompatible theory
useful axiom brief survey interplay force axiom non constructive principle widely field abstract mathematic axiom choice baire category theorem outline basic partial order theory possible reformulate axiom choice baire category theorem large cardinal axiom specific instance force axiom address force axiom model theoretic perspective outline deep analogy exist standard theorem ultraproduct order structure shoenfield absoluteness finally address question extent force axiom provide complete semantic set theory argue large extent possible certain initial fragment universe set pioneer work woodin generic absoluteness case chang model presence large cardinal recent work author case chang model presence large cardinal maximal strengthening martin maximum proper forcing axiom major open question leave open situation peculiar chang model lift cardinal
unbalanced polarize relation prove consistency strong limit singular cardinal countable cofinality result force limit measurable cardinal small cardinal like
