doc
pseudo physical measure typical continuous map interval study measure theoretic property typical c map interval prove ergodic measure pseudo physical conversely pseudo physical measure closure ergodic measure closure atomic measure set pseudo physical measure meager space invariant measure finally study entropy function construct pseudo physical measure infinite entropy prove m exist infinitely pseudo physical measure entropy log m deduce entropy function upper semi continuous low semi continuous
upper semi continuity entropy non compact setting prove entropy map countable markov shift finite entropy upper semi continuous ergodic measure note phase space non compact application system cod shift positive entropy diffeomorphism compact manifold give discuss related problem existence measure maximal entropy
measure dimension self affine set assumption natural subadditive potential call cylinder function work symbol space prove existence ergodic invariant probability measure satisfy equilibrium state application typical self affine set exist ergodic invariant measure have hausdorff dimension set
