doc
structure dominate graph graph graph define vertex set consist dominating set cardinality set adjacent differ add delete single vertex graph dominating graph isomorphic graph positive integer answer question haas seyffarth graph isolate prove graph order g prove give exist finite number connected dominate graph connected graph particular dominating graph class cycle result order dominating graph obtain
make graph study following question edge delete graph vertex order result graph turn classical problem extremal graph theory special case question fix odd cycle determine answer constant factor sufficiently large prove upper bound fix clique conjecture tight constant factor prove upper bound general family graph apply result new bind maximum cut graph forbidden odd cycle term number edge
vertex ramsey graph forbidden subgraph classical vertex ramsey result state give finite family graph graph positive integer graph connect subgraph subgraph exist graph vertex respect prove sufficient condition existence graph vertex respect necessary large number colour generalisation result family graph typical existence subgraph dense binomial random graph
