doc
asca observation young rotation power pulsar psr psr present x ray observation young energetic radio pulsar psrs surrounding archival datum advanced satellite cosmology astrophysic asca energetic pulsar psr detect x ray significance sigma unabsorbed flux estimate assume power law spectrum neutral hydrogen column density x erg s kev band pulse emission detect pulse fraction confidence level duty cycle argue emission well explain originate pulsar power synchrotron nebula x ray counterpart pulsar hard source error region previously unidentified gamma ray source evidence support result kaspi et al companion paper suggest psr counterpart x ray emission psr detect similar assumption derive sigma upper limit unabsorbed kev x ray flux erg use flux limit estimate pulsar velocity km s cast doubt previously report association psr supernova remnant kes kes detect evident correlation x ray radio emission asca image psr dominate mirror scatter emission x ray bright supernova remnant rcw locate away find evidence extended emission pulsar contrast previous report large nebulae surround pulsar
x ray observation high b radio pulsar study high magnetic field pulsar important examine relationship radio pulsar magnetar x ray isolate neutron star xinss report x ray observation high magnetic field radio pulsar present result deep xmm newton observation psr take follow initial detection pulsar spectrum fit blackbody temperature ev bolometric luminosity erg s distance kpc detect x ray pulsation source set sigma upper limit pulse fraction kev band compare psr rotation power pulsar similar age find significantly hotter support hypothesis magnetic field affect observe thermal property pulsar report xmm newton chandra observation psrs detect pulsar set sigma upper limit blackbody temperature ev respectively despite similarity rotational property source significantly cool xinss attribute group have bear different magnetic field evolve differently
psr x ray emission high magnetic field radio pulsar existence radio pulsar have infer magnetic field magnetar regime suggest possible transition object find radio pulsar population discovery object contribute greatly understanding neutron star physics report unusual x ray emission detect radio pulsar psr xmm newton pulsar characteristic age yr infer surface dipole magnetic field strength kev range emission show single narrow pulse unusually high pulse fraction pulsation detect kev range derive upper limit level pulse fraction pulse emission describe thermal blackbody model high temperature unambiguous signature magnetar like emission find high magnetic field radio pulsar x ray characteristic psr require alternate model conventional thermal emission neutron star addition psr radio pulsar small characteristic age thermal x ray emission detect
