doc
ill posedness nonlinear schrodinger wave equation nonlinear wave schrodinger equation euclidean space dimension general power nonlinearity focus defocuse sign prove ill pose sobolev space index s exponent s low predict scale galilean invariance regularity low support distributional solution extend previous work author treat dimensional cubic nonlinear schrodinger equation defocuse case soliton blowup example unavailable proof ill posedness require construction solution early work achieve certain long time asymptotic behavior occur low power nonlinearitie analyze instead class solution zero dispersion limit provide good approximation
energy bound fourth order equation low dimension relate wave map compact isometrically embed riemannian manifold n introduce fourth order version wave map equation energy estimate prove estimate smooth local solution energy subcritical dimension n estimate exclude blow sobolev norm finite existence time particular combine recent work local posedness cauchy problem follow smooth initial datum compact support exist smooth unique global solution dimension n proof uniqueness solution bound sobolev norm
global existence local posedness d quasi linear wave equation study cauchy problem quasilinear wave equation low regularity datum space time estimate variable coefficient wave equation play central role purpose assume radial symmetry establish global existence strong solution small initial datum initial value problem locally pose
