doc
wisdom project xvii beam beam property molecular gas early type galaxy present study molecular gas seven early type galaxy high angular resolution datum obtain mm wave interferometric survey dark object mass wisdom project atacama large millimeter submillimeter array fix spatial scale approach study mass surface density velocity dispersion molecular gas spatial scale range give spatial resolution datum characterise property thousand individual sight line high physical resolution molecular gas sight line large range mass surface density velocity dispersion high star form spiral galaxy virial parameter depend weakly physical scale observe likely beam smearing bulk galactic rotation generally super virial compare internal turbulent pressure pressure require dynamic equilibrium ratio significantly unity galaxy indicate gas dynamic equilibrium strongly compress apparent contradiction virial parameter neglect shear tidal force combination dimensional vertical diagnostic anti correlate global star formation rate galaxy conclude molecular gas early type galaxy likely unbound large scale dynamic likely play critical role regulation contrast giant molecular cloud disc late type galaxy close dynamical equilibrium
non equilibrium evolution quantum field inflation late accelerate expansion understand mechanism lead inflation late acceleration universe important set quantum field evolve classical energy momentum tensor behave similar cosmological constant work consider toy model include scalar field different mass study formation light axion like condensate presume responsible inflation late accelerate expansion universe despite simplicity model reflect hierarchy mass coupling standard model candidate extension investigation perform framework non equilibrium quantum field theory consistently evolve flrw geometry discuss detail initial condition model define fully quantum setup multi component model interaction reduce number independent initial degree freedom numerical simulation model show fully consistent present cosmological observation choose range parameter find quantum interaction effective potential condensate dominant contributor energy density universe trigger inflation late accelerate expansion nonetheless despite small contribution energy density light scalar field condensate quasi free particle form crucial role control trend heavy field furthermore precision simulation find ir singularity inflation finding highlight uncertainty attempt extract information physics early universe naively compare prediction local effective classical model cosmological observation neglect inherently non local nature quantum process
high redshift galaxy kinematic constraint model disk formation integral field spectroscopy galaxy redshift reveal population early form rotationally support disk high redshift system provide potentially important clue formation process build disk galaxy universe particularly study example galaxy show genzel et al rotationally support disk despite fact high star formation rate short gas consumption timescale require rapid acquisition mass previous kinematical analysis suggest disk galaxy like form merger line sight velocity field display low level asymmetry perform kinematical analysis set simulate disk galaxy form gas rich merger type common high redshift remnant disk display low velocity field asymmetry satisfy criterion classify high redshift galaxy disk observationally compare remnant bulk property star formation rate gas surface density circular velocity velocity dispersion ratio match remarkably suggest observation high redshift disk galaxy like consistent hypothesis gas rich merger play important role disk formation high redshift
