doc
space introduce new norm call space abstract operator space prove fundamental property space obtain complete space banach space respect norm
embed banach space finite dimensional decomposition paper deal follow type problem assume banach space property p embed banach space finite dimensional decomposition have property p generally have property relate p secondly give class banach space exist banach space class closely related universal class
universal banach space basis constant let class pair consist banach space unconditional schauder basis have unconditional basic constant pair call banach space base banach space rational unit ball finite dimensional subspace span finitely basic vector polyhedron vertex rational coordinate schauder basis technique theory construct rational banach space sense basis preserve isometry define base subspace finite dimensional rational banach space extend basis preserve isometry f base banach space prove banach space sense base preserve define base subspace finite dimensional banach space extend base preserve f base banach space hand base banach space exist banach space isomorphic complementably universal banach space class banach space unconditional schauder basis construct
