doc
kinematic spin fluctuation mechanism high temperature superconductivity study d wave superconductivity extended hubbard model strong correlation limit large intersite coulomb repulsion argue mott hubbard regime hubbard subband emerge new energy scale spin fluctuation coupling electron order electronic kinetic energy w large exchange energy coupling induce kinematic interaction hubbard operator result kinematic spin fluctuation pairing mechanism v w theory base mori projection technique equation motion method green function term hubbard operator dope dependence superconductivity temperature tc calculate value u
charge ordering extended hubbard model variational cluster approach present generalization recently propose variational cluster perturbation theory extend hubbard model half fill repulsive near neighbor interaction method take account short range correlation correctly exact diagonalisation cluster finite size long range order size cluster treat mean field level dimension quantum monte carlo density matrix renormalization group result reproduce good accuracy apply method dimensional extend hubbard model square lattice contrast dimensional case order phase transition spin density wave phase charge density wave phase find function near neighbor interaction onsite interaction single particle spectral function calculate dimensional dimensional system
insulator metal transition dimensional hubbard model use quantum monte carlo method determine green function lattice hubbard model u t chemical potential hubbard gap long distance critical behavior result stand agreement assumption hyperscale correlation exponent dynamical exponent z contrast generic band insulator metal insulator transition hubbard model characterize z
