doc
approximation euclidean ball polytope fix number derive low estimate approximation euclidean ball polytope fix number face metric consider include intrinsic volume difference hausdorff metric case inscribed circumscribed polytope main result extend previously obtain bound k respectively half approximate polytope arbitrarily position polytope improve special case result approx theory factor dimension paper address question gruber convex discrete geometry ask result approximation convex body polytope fix number
lower bind theorem general polytope polytope vertex calculate precisely minimum possible number face confirm conjecture value solve problem solution know case characterisation minimising polytope gap possible number example polytope edge dimension polytope edge dimension
property strongly balanced tiling convex polygon normal periodic tiling strongly balanced tiling property periodic tiling convex polygon rearrange knowledge strongly balanced tiling result property representative periodic tiling convex pentagonal tile
