doc
grade component local cohomology module ideal characteristic zero let commutative noetherian ring characteristic zero r polynomial ring standard let ideal generate element form possibly nonunit monomial ideal ideal local cohomology module support monomial ideal gain great deal interest application context toric variety observe component depend coordinate negative article statement hold true general setting certain invariant component mainly focus bass number injective dimension dimension associated prime bernstein type dimension multiplicity component extra assumption regular describe finiteness bass number component bind injective dimension dimension support finally present structure theorem component ring formal power series variable characteristic zero field
formal grade finitely generate module local ring let ideal local ring m finitely generate r module paper concern notion m formal grade m respect integer result establish new characterization cohen macaulay module application characterization m cohen macaulay l pure submodule m support m m generalization hochster eagon result cohen macaulayness invariant ring
sufficient condition strong let noetherian local ring canonical ideal prove simple strongly ring particular assumption cohen macaulay normal domain
