doc
conjugacy distinguish subgroup let nonempty class finite group close take subgroup homomorphic image extension subgroup abstract residually group say conjugacy conjugate hold image quotient group r prove group have normal free subgroup finitely generate subgroup conjugacy prove finitely generate subgroup limit group lyndon group certain relator group conjugacy distinguish class finite group
group structure family subset group binary operation set induce binary operation subset explore family subset group group induced operation refer family power group give group result serve characterize type group term power group particular consider power group group factor group subgroup case isomorphism prove precisely group element finite order provide example illustrate case process consider natural question identity element group belong identity element power group inverse element power group consist inverse element
group law free subgroup topological group prove permutation group different finite set different stabilizer satisfy group law locally compact topological group property finite subset group generate free subgroup derive consequence theorem thompson group weakly branch group automorphism group regular tree profinite group alternate composition factor unbounded degree
