doc
unconventional quantum hall effect floquet topological insulator study unconventional quantum hall effect surface state ultrathin floquet topological insulator perpendicular magnetic field result band structure modify photon dressing topological property govern low energy dynamic single surface exchange symmetric antisymmetric surface states occur reverse light polarization find novel quantum hall state zeroth landau level undergo phase transition trivial insulator state hall conductivity zero fermi energy hall insulator state finding open new possibility experimentally realize nontrivial quantum state unusual quantum hall plateaux
topological dirac insulator quantum spin hall phase experimental observation strong topological insulator electron subject large external magnetic field conventional charge quantum hall effect tsui dictate electronic excitation gap generate sample bulk metallic conduction permit boundary recent theoretical model suggest certain bulk insulator large spin orbit interaction naturally support conduct topological boundary state extreme quantum limit open possibility study unusual quantum hall like phenomenon zero external magnetic field bulk single crystal expect prime candidate unusual hall phase matter know topological insulator hallmark topological insulator existence metallic surface state high dimensional analogue edge state characterize spin hall insulator addition interesting boundary state bulk predict exhibit dimensional dirac particle topic heighten current interest incident photon energy modulate ipem arpes report direct observation massive dirac particle bulk locate kramer point sample boundary provide comprehensive mapping topological dirac insulator gapless surface mode finding take suggest observed surface state boundary bulk insulator realization seek exotic topological metal suggest material potential application develop generation quantum computing device
quantum hall effect induce chiral landau level topological semimetal film motivate recent transport experiment theoretically study quantum hall effect topological semimetal film owe confinement effect bulk subband originate chiral landau level establish energy gap quantize hall conductance observe relatively thick film find quantum hall state strongly anisotropic different confinement direction presence surface state bulk chiral landau level result examine quantum hall effect surface fermi arc chiral mode weyl semimetal general view problem find topological dirac semimetal confine rotational symmetry axis host quantum hall quantum spin hall state helical edge state protect conservation component
