doc
vortex state density angular momentum couple bose einstein condensate motivate recent experiment theoretically study gas atomic boson confine elliptical harmonic trap form quasi dimensional atomic bose einstein condensate subject density dependent gauge potential realise effective density angular momentum coupling present exact thomas fermi solution allow identify stable regime parameter space model accompany numerical simulation reveal effect interplay rigid body density angular momentum coupling elliptically confine condensate vary strength gauge potential trap anisotropy explore superfluid state emerge different experimentally accessible geometry large rotation strength dense vortex lattice concentric vortex ring arrangement obtain
dynamic quantum phase transition ferromagnetic bose einstein condensate discuss dynamic slow quantum phase transition bose einstein condensate determine analytically scale property system magnetization verify numerical simulation dimensional model
trap bose einstein condensate finite temperature gas model simple picture describe result recent treatment partially condense dilute trap bose gas temperature t condensate wavefunction nearly identical condensate number condensate atom cloud non condensed atom describe statistical mechanic ideal bose gas combine potential magnetic trap cloud condensate interaction provide physical motivation result emerge hartree fock bogoliubov popov approximation explore implication future experiment
