doc
ergodicity break long range cavity induce quasiperiodic interaction body localization mbl behavior analyze extended bose hubbard model quasiperiodic infinite range interaction additional disorder present examine level statistic entanglement entropy eigenstate significant fraction eigenstate system localize presence strong interaction spite result suggest system ergodic standard thermodynamic limit energy system extensive time mbl regime stable allow super extensive scaling energy finding experimentally verify study time dynamic body cavity quantum electrodynamic setup quench spectroscopy particularly effective tool allow systematically study energy dependence time dynamic investigate mobility edge system
body localization clean chain long range interaction strong long range interaction lead localization close quantum system disorder employ exact diagonalization method author numerically investigate thermalization body localization translational invariant quantum chain finite coulomb interaction computational basis exclude trivial degeneracy interaction induce localization demonstrate aspect level statistic eigenstate expectation value anderson localization graph construct body basis nature localization generic eigenstate attribute quasi disorder power law interaction real space symmetry long time dynamic dominate degenerate eigenstate eventually reach homogeneity real space hand entanglement entropy exhibit size dependence area law reason deep localized state indicate incomplete localization real space
propagation body localization anderson insulator body localization mbl example dynamical phase matter avoid thermalization mbl phase robust weak local perturbation fate mbl system couple thermalize quantum system represent heat bath open question actively investigate theoretically experimentally work consider stability anderson insulator finite density particle interact single mobile impurity small quantum bath perturbative argument support stability localization strong interaction regime large scale tensor network simulation dynamic employ corroborate presence localize phase quantitative prediction thermodynamic limit develop phenomenological description dynamic strong interaction regime demonstrate impurity effectively turn anderson insulator mbl phase give rise non trivial entanglement dynamic capture phenomenology
