doc
derive category ring compact perfect object previous work construct derive category ring suitably nice category derive category denote generalization ordinary derive category paper prove derive category compactly generate triangulate category define perfect object prove constitute triangulate subcategory category compact object derive category subcategorie coincide thick
homotopical dold kan correspondence work originate chapter v vii grothendieck manuscript pursue stack contain series question previously unexplored formalism concern interaction notion test category homology main objective thesis exhibit homotopical dold kan correspondence context test category precisely introduce follow grothendieck functor generalize simplicial homology category abelian presheave small category derive category abelian group non negative homological degree look condition ensure functor induce equivalence category localization class morphism image derive category isomorphism generally exist second class weak equivalence arise theory test category category abelian presheave whitehead category small category class coincide generalize case important example test category whitehead category notably joyal category construct whitehead local test category model category structure category abelian presheave weak equivalence mention prove whitehead test category homology functor induce equivalence localize category obtain way example homotopical dold kan correspondence include category
quillen equivalence stable category abelian category investigate stable category triangulate equivalent end realize stable category homotopy category certain non trivial model category condition ensure existence quillen equivalence model category question study quillen equivalence transfer category naturally associate category chain complex category representation quiver
