doc
distance base network partition new method identify community network propose reference nodes select priory information network accord relevant node measurement obtain indicate putative community distance vector network node reference node define coordinate system represent community structure network different scale modular network distribution node space result separate cluster structure cluster correspond community interesting feature report methodology community finding coordinate system define seed allow intuitive direct interpretation situation node respect consider community potential method illustrate respect community detection benchmark spatial network model city street network
map equation link community community structure exist real world network report relate functional property network conventional approach partition node community recent study start partition link instead node find overlapping community node efficiently extend map equation method originally develop node community find link community network method test kind network compare metadata network result method identify overlapping role node effectively advantage method node community scheme link community scheme compare quantitatively measure unknown information leave network community structure decide quantitatively link community scheme instead node community scheme furthermore method easily extend directed weight network base random walk
detect important node community structure spectrum graph complex system represent network network break subnetwork community wide interest development method detect node important community fast accurate challenging open problem manuscript introduce new approach characterize node importance community centrality metric propose measure importance network node community structure spectrum adjacency matrix define node importance community relative change eigenvalue network adjacency matrix removal second propose index distinguish kind important node community community core bridge index rely spectrum graph matrix apply artificial network real world network new methodology give basic approach solve challenge problem provide realistic result
