doc
dynamic endomorphism projective bundle elliptic curve study dynamic surjective endomorphism projective bundle elliptic curve relate dynamical property geometry bundle application prove kawaguchi silverman conjecture projective bundle elliptic curve complete conjecture projective bundle curve approach use transition function bundle allow prove conjecture projective split bundle smooth projective variety finitely generate mori cone
stability projective poincare picard bundle let irreducible smooth projective curve genus define complex number let denote modulus space stable vector bundle rank determinant fix line bundle degree common divisor universal vector bundle prove projective bundle property restriction isomorphic bundle call projective bundle stable respect polarization restriction stable prove stability result bundle induce projective bundle homomorphism reductive projective picard bundle certain open subset d bundle stable obtain new result stability picard bundle coprime
smooth non symplectic modulus sheaf variety abelian surface consider stable vector bundle generalized kummer variety prove connected component modulus space contain tautological bundle associate line bundle degree isomorphic blowup dual abelian surface point believe explicit example component smooth non trivial canonical bundle
