doc
permutation complexity letter double map give countable set x usually take n z infinite permutation x linear order paper investigate combinatorial complexity infinite permutation n associate image uniformly recurrent aperiodic binary word letter double map upper bound complexity find general word formula complexity establish sturmian word thue morse word
minimal complexity equidistributed infinite permutation infinite permutation linear ordering set natural number infinite permutation define sequence real number order element take account paper investigate new class equidistribute infinite permutation infinite permutation define equidistributed sequence similarly infinite word complexity infinite permutation define function count number subpermutation length infinite word classical result morse hedlund state complexity infinite word satisfy word ultimately periodic minimal complexity aperiodic word equal word complexity call sturmian infinite permutation hold exist aperiodic permutation complexity function grow arbitrarily slowly permutation minimal complexity unlike permutation general minimal complexity equidistributed permutation class equidistributed permutation minimal complexity coincide class call sturmian permutation directly relate sturmian word
permutation class determine structure permutation avoid pattern permutation consist skew sum sequence plane tree increase sequence point increase sequence point left use characterisation establish generating function enumerate permutation investigate property typical large permutation class prove large permutation avoid choose uniformly random likely avoid
