doc
mechanizing set theory cardinal arithmetic axiom choice fairly deep result zermelo frenkel zf set theory mechanize proof assistant isabelle result concern cardinal arithmetic axiom choice ac key result cardinal multiplication k k infinite cardinal prove result require develop theory order order isomorphism order type ordinal arithmetic cardinal etc cover kunen set theory chapter furthermore prove equivalence formulation order theorem formulation ac cover chapter rubin rubin equivalent axiom choice involve highly technical material definition proof largely faithful style original mathematic
partition property simply definable colouring study partition property uncountable regular cardinal arise restrict partition property define large cardinal notion class simply definable colouring large cardinal assumption force axiom imply homogeneous closed unbounded subset colouring finite set countable ordinal definable use cardinal real number parameter show certain large cardinal property cause analogous partition property hold give large cardinal implication yield natural example inaccessible cardinal possess strong partition property colouring weakly compact contrast behave fundamentally different show large cardinal assumption maximum compatible existence colouring pair element definable parameter uncountable homogeneous set result allow derive tight bound consistency strength partition property definable colouring finally use develop theory study question certain homeomorphism witness failure weak compactness small cardinal simply definable
gap force common reverse easton iteration find large cardinal context laver preparation admit gap small delta sense factor p size delta q force delta strategically closed paper generalize levy solovay theorem forcing embed j extension satisfy mild closure condition lift embedding j ground model particular ultrapower embed extension lift embed ground model measure extension concentrate set ground model extend measure ground model follow gap force create new weakly compact cardinal measurable cardinal strong cardinal woodin cardinal strongly compact cardinal supercompact cardinal huge cardinal huge cardinal
