doc
detect induce subgraph graph graph kind edge edge edge s graph graph obtain subdivide subdivisible edge path arbitrary length give s graph study decision problem instance graph question contain realisation induced subgraph complexity know complexity np completeness proof rely np completeness proof follow problem let set graph integer let problem instance g x graph maximum degree d induced subgraph x y non adjacent vertex degree question contain induced cycle pass x result prove np complete simple criterion connected graph decide polynomial np complete polynomial case rely algorithm tree chudnovsky seymour
editing distance graph edge operation graph define deletion exist edge addition nonexisting edge give family graph editing distance small number edge operation need modify graph paper fix graph consider set graph vertex induced copy provide bound maximum graph editing distance invariant binary chromatic number graph asymptotically tight bound distance self complementary exact result small graph
color problem graph graph polynomial determine chromatic number graph graph polynomial time
