Id,Label,PageRank,InDegree,OutDegree,Community,Url
284395,nucl-ex/9706006,35.90671984433783,185,0,741426,https://arxiv.org/abs/nucl-ex/9706006
164407,1502.03167,184.0011511559878,1242,4,697359,https://arxiv.org/abs/1502.03167
115699,hep-th/9509070,37.13708327811421,15,33,658293,https://arxiv.org/abs/hep-th/9509070
912619,hep-th/9406128,121.75782689224863,24,6,658293,https://arxiv.org/abs/hep-th/9406128
843865,1502.04623,37.90982403571235,200,9,787631,https://arxiv.org/abs/1502.04623
862765,hep-th/9305045,58.963700316262454,49,0,353358,https://arxiv.org/abs/hep-th/9305045
616459,astro-ph/9602007,67.84056232836086,1,0,12886,https://arxiv.org/abs/astro-ph/9602007
802843,nucl-ex/0204008,55.05608140823006,764,1,197069,https://arxiv.org/abs/nucl-ex/0204008
130507,hep-ph/9704448,31.440993183937614,623,4,181332,https://arxiv.org/abs/hep-ph/9704448
499429,astro-ph/0402512,37.68206529366256,814,12,246082,https://arxiv.org/abs/astro-ph/0402512
482881,math/0609764,38.82934680884974,201,6,400344,https://arxiv.org/abs/math/0609764
864535,hep-th/9503179,43.36906957458707,183,20,358445,https://arxiv.org/abs/hep-th/9503179
589591,hep-th/9611164,46.87483864906667,97,3,281673,https://arxiv.org/abs/hep-th/9611164
