Id,Label,PageRank,InDegree,OutDegree,Community,NeighborCommunities,BridgeScore,Url
12847,hep-ph/9801372,20.611332459097,11,3,590098,0,0.0,https://arxiv.org/abs/hep-ph/9801372
464179,hep-ph/9806366,22.040189184111295,130,3,211980,1,22.040189184111295,https://arxiv.org/abs/hep-ph/9806366
951853,hep-th/0405159,27.980441415224682,755,49,181332,11,307.7848555674715,https://arxiv.org/abs/hep-th/0405159
513397,hep-ex/9807003,74.3990483474423,933,2,197069,4,297.5961933897692,https://arxiv.org/abs/hep-ex/9807003
810715,1207.7235,60.53666361685607,4140,73,181332,3,181.6099908505682,https://arxiv.org/abs/1207.7235
217837,hep-th/9406179,53.050846344365276,4,0,767552,2,106.10169268873055,https://arxiv.org/abs/hep-th/9406179
419167,0704.3575,37.06213997600691,297,81,946271,1,37.06213997600691,https://arxiv.org/abs/0704.3575
4231,hep-ph/9804403,57.447674165981745,364,3,67094,1,57.447674165981745,https://arxiv.org/abs/hep-ph/9804403
294523,1002.3702,22.29445634490109,4,1,847787,1,22.29445634490109,https://arxiv.org/abs/1002.3702
652747,hep-th/9503124,352.68046573116794,1192,7,658293,24,8464.33117754803,https://arxiv.org/abs/hep-th/9503124
187873,hep-th/9606001,21.15195648108603,209,4,187873,4,84.60782592434413,https://arxiv.org/abs/hep-th/9606001
852499,hep-th/9510173,34.515319408503586,40,5,658293,2,69.03063881700717,https://arxiv.org/abs/hep-th/9510173
747007,astro-ph/0611572,20.408718336677936,399,8,246082,2,40.81743667335587,https://arxiv.org/abs/astro-ph/0611572
136849,math/9602214,24.20891340195757,122,0,836940,0,0.0,https://arxiv.org/abs/math/9602214
76099,hep-ph/0603175,125.92547518439396,4021,38,322217,6,755.5528511063637,https://arxiv.org/abs/hep-ph/0603175
784843,1512.01274,25.719103582669923,208,3,697359,2,51.43820716533985,https://arxiv.org/abs/1512.01274
74677,hep-ex/0112021,36.78401946669296,148,19,581898,6,220.70411680015775,https://arxiv.org/abs/hep-ex/0112021
673063,hep-th/9606139,23.491460809549064,467,27,853296,3,70.47438242864719,https://arxiv.org/abs/hep-th/9606139
162847,hep-ph/0002213,31.001783976016263,138,20,226963,3,93.00535192804878,https://arxiv.org/abs/hep-ph/0002213
517675,1401.1022,55.286287637674924,6,4,787631,2,110.57257527534985,https://arxiv.org/abs/1401.1022
534859,hep-ph/9505289,24.96555366915226,48,13,946271,4,99.86221467660904,https://arxiv.org/abs/hep-ph/9505289
13819,hep-ex/0309032,24.453396238704833,361,6,13819,3,73.3601887161145,https://arxiv.org/abs/hep-ex/0309032
517993,hep-th/9611230,53.91545727114975,895,21,325967,12,646.9854872537969,https://arxiv.org/abs/hep-th/9611230
957349,quant-ph/9611001,23.41823865050908,22,4,599207,3,70.25471595152723,https://arxiv.org/abs/quant-ph/9611001
582769,math/0401221,49.27438947281098,602,7,83055,1,49.27438947281098,https://arxiv.org/abs/math/0401221
779101,hep-ex/9808028,22.69070587941689,27,1,487173,0,0.0,https://arxiv.org/abs/hep-ex/9808028
441703,hep-th/9704073,28.92876894084627,62,1,387433,1,28.92876894084627,https://arxiv.org/abs/hep-th/9704073
335107,nucl-th/9805016,22.068386811884363,26,7,237792,1,22.068386811884363,https://arxiv.org/abs/nucl-th/9805016
827347,1304.4595,22.140518871315418,32,6,495571,0,0.0,https://arxiv.org/abs/1304.4595
980821,1312.6026,31.59870015127554,116,7,843965,2,63.19740030255108,https://arxiv.org/abs/1312.6026
330301,0803.4121,22.33232961500834,81,13,398101,2,44.66465923001668,https://arxiv.org/abs/0803.4121
861061,1206.1106,470.1208092144573,19,2,370710,3,1410.362427643372,https://arxiv.org/abs/1206.1106
17491,quant-ph/9604005,40.61038664141258,73,2,830301,2,81.22077328282516,https://arxiv.org/abs/quant-ph/9604005
769963,1602.02697,22.198661426127554,98,1,778300,1,22.198661426127554,https://arxiv.org/abs/1602.02697
751159,astro-ph/9712296,24.283713137243936,15,0,66152,0,0.0,https://arxiv.org/abs/astro-ph/9712296
362581,astro-ph/9808087,23.250346008237052,51,0,624263,0,0.0,https://arxiv.org/abs/astro-ph/9808087
254581,cond-mat/9912121,21.791364485758255,72,1,321813,1,21.791364485758255,https://arxiv.org/abs/cond-mat/9912121
957301,hep-th/9211072,62.25921680906811,61,0,541031,3,186.77765042720432,https://arxiv.org/abs/hep-th/9211072
854647,hep-ph/0204244,36.479730157490216,867,28,322217,2,72.95946031498043,https://arxiv.org/abs/hep-ph/0204244
288739,astro-ph/9803073,104.22391848714284,31,4,957629,4,416.89567394857136,https://arxiv.org/abs/astro-ph/9803073
532255,hep-ph/0010175,42.294042872979524,367,22,750425,3,126.88212861893857,https://arxiv.org/abs/hep-ph/0010175
858073,hep-ph/9907447,34.7138645874169,636,17,345230,8,277.7109166993352,https://arxiv.org/abs/hep-ph/9907447
818011,hep-th/0212290,22.84069482345906,610,103,246082,9,205.56625341113153,https://arxiv.org/abs/hep-th/0212290
867427,1502.03044,33.03445919711768,212,14,697359,4,132.1378367884707,https://arxiv.org/abs/1502.03044
817255,hep-th/9507050,187.76558067397715,199,16,658293,4,751.0623226959086,https://arxiv.org/abs/hep-th/9507050
274777,hep-th/0002091,20.38863147733272,250,29,345230,7,142.72042034132903,https://arxiv.org/abs/hep-th/0002091
681685,astro-ph/9809268,54.362787280293844,67,6,304946,1,54.362787280293844,https://arxiv.org/abs/astro-ph/9809268
557521,nucl-ex/0301017,21.526818381326486,56,3,436635,0,0.0,https://arxiv.org/abs/nucl-ex/0301017
802843,nucl-ex/0204008,55.05608140823006,764,1,197069,2,110.11216281646011,https://arxiv.org/abs/nucl-ex/0204008
12637,1409.5185,39.78700213157722,75,5,697359,2,79.57400426315444,https://arxiv.org/abs/1409.5185
620653,0812.5023,51.45571424599743,352,7,398101,2,102.91142849199485,https://arxiv.org/abs/0812.5023
849079,1602.07261,31.131291910643068,218,4,697359,2,62.262583821286135,https://arxiv.org/abs/1602.07261
616459,astro-ph/9602007,67.84056232836086,1,0,12886,1,67.84056232836086,https://arxiv.org/abs/astro-ph/9602007
794425,hep-th/9511026,74.54334291938315,72,7,658293,7,521.8034004356821,https://arxiv.org/abs/hep-th/9511026
474163,nucl-ex/0206008,23.21329525798382,46,3,107844,1,23.21329525798382,https://arxiv.org/abs/nucl-ex/0206008
950719,nucl-th/0108048,21.03067920256136,31,10,590098,3,63.09203760768408,https://arxiv.org/abs/nucl-th/0108048
974089,gr-qc/9210011,38.92722634852292,383,0,384275,1,38.92722634852292,https://arxiv.org/abs/gr-qc/9210011
648523,hep-th/9805028,37.08778187349269,582,13,218682,4,148.35112749397075,https://arxiv.org/abs/hep-th/9805028
566227,nucl-ex/0112006,30.538328429286615,55,4,107844,3,91.61498528785984,https://arxiv.org/abs/nucl-ex/0112006
195007,hep-ex/0201020,22.10467242249254,38,6,946271,1,22.10467242249254,https://arxiv.org/abs/hep-ex/0201020
769813,hep-th/9509151,23.90103155958968,77,17,769813,6,143.40618935753807,https://arxiv.org/abs/hep-th/9509151
362095,cond-mat/0407066,147.71094010522188,586,6,104883,7,1033.9765807365532,https://arxiv.org/abs/cond-mat/0407066
589591,hep-th/9611164,46.87483864906667,97,3,281673,6,281.2490318944,https://arxiv.org/abs/hep-th/9611164
621607,hep-th/9802030,24.584446119919704,90,0,226631,2,49.16889223983941,https://arxiv.org/abs/hep-th/9802030
719755,hep-lat/9707022,31.67177932037379,558,8,523159,3,95.01533796112138,https://arxiv.org/abs/hep-lat/9707022
209689,nucl-th/9804011,31.917567760727202,13,1,417408,2,63.835135521454404,https://arxiv.org/abs/nucl-th/9804011
563725,hep-th/9607149,31.860058067792266,106,21,20620,7,223.02040647454587,https://arxiv.org/abs/hep-th/9607149
616279,hep-th/9404151,105.60846405155601,130,2,658293,4,422.43385620622405,https://arxiv.org/abs/hep-th/9404151
690535,cond-mat/0403055,34.21842228227887,119,1,471365,1,34.21842228227887,https://arxiv.org/abs/cond-mat/0403055
633643,1507.07212,21.38675804859019,3,1,825169,2,42.77351609718038,https://arxiv.org/abs/1507.07212
889723,math/0002035,23.32921208514361,5,1,557683,2,46.65842417028722,https://arxiv.org/abs/math/0002035
835855,1412.6115,20.997504754577758,152,6,697359,2,41.995009509155516,https://arxiv.org/abs/1412.6115
754759,hep-th/9504147,53.4906881792402,260,29,259100,11,588.3975699716423,https://arxiv.org/abs/hep-th/9504147
904867,hep-th/9506048,28.793501703408797,83,7,658293,2,57.587003406817594,https://arxiv.org/abs/hep-th/9506048
630469,0905.2980,51.76394831852096,3,2,175862,1,51.76394831852096,https://arxiv.org/abs/0905.2980
78175,hep-th/9508143,140.3893811220068,390,12,658293,4,561.5575244880272,https://arxiv.org/abs/hep-th/9508143
862765,hep-th/9305045,58.963700316262454,49,0,353358,1,58.963700316262454,https://arxiv.org/abs/hep-th/9305045
314497,1412.5567,32.430186070330954,209,4,697359,1,32.430186070330954,https://arxiv.org/abs/1412.5567
314743,hep-lat/9702005,25.565404693623414,32,6,523159,3,76.69621408087025,https://arxiv.org/abs/hep-lat/9702005
260137,hep-th/9711165,48.580055795738055,563,6,271284,7,340.06039057016636,https://arxiv.org/abs/hep-th/9711165
393757,hep-ph/9302240,31.25594768603705,160,0,601869,0,0.0,https://arxiv.org/abs/hep-ph/9302240
736657,0907.2681,25.806968535226805,67,2,655027,2,51.61393707045361,https://arxiv.org/abs/0907.2681
334615,hep-th/9304011,55.06337149481973,448,48,767552,6,330.38022896891835,https://arxiv.org/abs/hep-th/9304011
175261,hep-th/9605150,41.716343327941274,419,20,658293,8,333.7307466235302,https://arxiv.org/abs/hep-th/9605150
765295,hep-th/9402005,119.13052115893515,124,0,73078,3,357.39156347680546,https://arxiv.org/abs/hep-th/9402005
516589,hep-th/9706109,21.51313561323451,337,35,471284,8,172.10508490587608,https://arxiv.org/abs/hep-th/9706109
121189,hep-th/0105097,41.462536131513644,1372,43,430130,12,497.55043357816373,https://arxiv.org/abs/hep-th/0105097
899707,0812.1496,23.230088082799725,82,4,266385,0,0.0,https://arxiv.org/abs/0812.1496
561217,hep-th/9204083,21.216653161413234,162,0,627717,0,0.0,https://arxiv.org/abs/hep-th/9204083
20251,quant-ph/0306072,22.176449511291395,131,0,252479,1,22.176449511291395,https://arxiv.org/abs/quant-ph/0306072
786805,math/0608040,21.578677847951038,86,7,914448,1,21.578677847951038,https://arxiv.org/abs/math/0608040
448999,0706.4138,24.03413242574136,30,1,889210,2,48.06826485148272,https://arxiv.org/abs/0706.4138
50689,0904.4723,35.0370033416714,25,1,625214,2,70.0740066833428,https://arxiv.org/abs/0904.4723
693871,hep-th/9911055,25.806267374241717,332,7,345230,5,129.0313368712086,https://arxiv.org/abs/hep-th/9911055
836203,quant-ph/9604034,101.53332398995673,106,5,348415,7,710.7332679296971,https://arxiv.org/abs/quant-ph/9604034
528997,1306.2144,33.07222111170135,332,6,499007,1,33.07222111170135,https://arxiv.org/abs/1306.2144
723355,hep-th/9402032,162.15314959348285,193,3,658293,7,1135.07204715438,https://arxiv.org/abs/hep-th/9402032
869191,physics/0010042,24.203108355963074,124,2,246082,1,24.203108355963074,https://arxiv.org/abs/physics/0010042
907171,quant-ph/9603022,27.21250817494004,14,15,348415,3,81.63752452482012,https://arxiv.org/abs/quant-ph/9603022
128689,hep-th/9603042,28.97944922731674,250,22,80094,7,202.85614459121717,https://arxiv.org/abs/hep-th/9603042
926257,hep-lat/0204010,25.30825504197327,226,5,523159,2,50.61651008394654,https://arxiv.org/abs/hep-lat/0204010
136555,hep-th/0204051,25.37045381410092,754,26,218682,7,177.59317669870643,https://arxiv.org/abs/hep-th/0204051
270919,quant-ph/9603031,44.235161410400806,15,7,348415,4,176.94064564160323,https://arxiv.org/abs/quant-ph/9603031
765349,1406.1078,86.39371502378766,733,2,843965,3,259.181145071363,https://arxiv.org/abs/1406.1078
169771,0810.5643,25.958380039777875,127,8,168296,1,25.958380039777875,https://arxiv.org/abs/0810.5643
467221,astro-ph/0107419,22.123297287964693,43,9,80848,5,110.61648643982346,https://arxiv.org/abs/astro-ph/0107419
335827,1009.5419,42.895244403483765,4,1,300209,1,42.895244403483765,https://arxiv.org/abs/1009.5419
269137,hep-th/9906064,150.30097119474547,2891,13,345230,15,2254.514567921182,https://arxiv.org/abs/hep-th/9906064
169357,1403.6382,82.90105612704508,67,2,697359,4,331.6042245081803,https://arxiv.org/abs/1403.6382
246061,hep-th/9408036,21.251535452291062,33,1,658293,2,42.503070904582124,https://arxiv.org/abs/hep-th/9408036
378559,hep-ph/9605336,20.649976489661107,34,6,271966,2,41.299952979322214,https://arxiv.org/abs/hep-ph/9605336
125695,hep-th/9602070,70.4552616400385,480,13,240708,11,775.0078780404235,https://arxiv.org/abs/hep-th/9602070
45055,hep-th/9908088,20.36927927329871,596,25,430130,6,122.21567563979225,https://arxiv.org/abs/hep-th/9908088
886129,hep-th/9809022,20.48897973085703,302,26,302874,7,143.4228581159992,https://arxiv.org/abs/hep-th/9809022
256009,hep-ph/9803466,122.98205239650899,340,3,677654,8,983.8564191720719,https://arxiv.org/abs/hep-ph/9803466
261895,1403.3985,25.059678124201078,997,69,226631,6,150.35806874520648,https://arxiv.org/abs/1403.3985
209107,quant-ph/9607024,61.148953231929355,20,0,336545,2,122.29790646385871,https://arxiv.org/abs/quant-ph/9607024
721075,q-alg/9703025,31.596551890203347,26,5,627717,1,31.596551890203347,https://arxiv.org/abs/q-alg/9703025
461815,cond-mat/9709107,27.14410221140658,33,1,939883,2,54.28820442281316,https://arxiv.org/abs/cond-mat/9709107
900481,hep-ex/0307018,39.9310766512723,222,0,364600,2,79.8621533025446,https://arxiv.org/abs/hep-ex/0307018
269905,hep-th/9803015,34.100405577744866,373,13,506615,9,306.9036501997038,https://arxiv.org/abs/hep-th/9803015
56359,1312.4659,48.50681525083629,16,0,697359,1,48.50681525083629,https://arxiv.org/abs/1312.4659
130189,hep-lat/0211003,22.196466033545704,130,6,713730,2,44.39293206709141,https://arxiv.org/abs/hep-lat/0211003
703021,astro-ph/0101420,59.414641866342876,85,0,17964,4,237.6585674653715,https://arxiv.org/abs/astro-ph/0101420
969631,hep-th/9506112,54.985607795240654,158,17,658293,3,164.95682338572198,https://arxiv.org/abs/hep-th/9506112
640249,0705.2416,35.223016078376176,2,1,817301,1,35.223016078376176,https://arxiv.org/abs/0705.2416
886147,1312.4400,149.96939807307862,424,8,697359,2,299.93879614615724,https://arxiv.org/abs/1312.4400
476803,hep-ph/9511228,32.86228509278389,47,0,594288,2,65.72457018556779,https://arxiv.org/abs/hep-ph/9511228
90301,hep-th/9510016,127.25493753398348,5,5,658293,3,381.76481260195044,https://arxiv.org/abs/hep-th/9510016
691771,hep-th/9604128,87.25013751778803,95,4,52066,3,261.7504125533641,https://arxiv.org/abs/hep-th/9604128
783439,astro-ph/9608131,56.04549860770846,60,4,899079,2,112.09099721541692,https://arxiv.org/abs/astro-ph/9608131
602857,hep-th/0001113,40.41593680791323,434,0,345230,0,0.0,https://arxiv.org/abs/hep-th/0001113
353233,hep-th/9603109,47.890319865525605,204,20,20620,12,574.6838383863072,https://arxiv.org/abs/hep-th/9603109
235795,astro-ph/9806175,21.327763302552036,59,1,471993,0,0.0,https://arxiv.org/abs/astro-ph/9806175
130507,hep-ph/9704448,31.440993183937614,623,4,181332,4,125.76397273575046,https://arxiv.org/abs/hep-ph/9704448
106357,alg-geom/9301006,34.94959443665993,8,0,693696,1,34.94959443665993,https://arxiv.org/abs/alg-geom/9301006
773389,astro-ph/0212289,61.45694923163564,197,11,260455,8,491.6555938530851,https://arxiv.org/abs/astro-ph/0212289
416785,hep-th/9505054,28.447533522953297,121,9,6175,2,56.89506704590659,https://arxiv.org/abs/hep-th/9505054
316183,hep-th/9908105,26.650542711330772,373,67,900075,10,266.50542711330775,https://arxiv.org/abs/hep-th/9908105
442435,nucl-th/9511380,29.287353320494795,10,0,562025,2,58.57470664098959,https://arxiv.org/abs/nucl-th/9511380
231715,1412.7062,35.91341487166278,204,16,697359,4,143.65365948665112,https://arxiv.org/abs/1412.7062
291205,math/9810017,27.729731042033446,118,0,809836,1,27.729731042033446,https://arxiv.org/abs/math/9810017
475219,astro-ph/0004176,57.3387591559193,194,9,471993,0,0.0,https://arxiv.org/abs/astro-ph/0004176
924067,cond-mat/0309010,35.255673734956616,68,7,846567,1,35.255673734956616,https://arxiv.org/abs/cond-mat/0309010
93565,hep-ph/9411342,24.63835843980091,344,3,236222,2,49.27671687960182,https://arxiv.org/abs/hep-ph/9411342
725809,1511.06434,90.58847277138396,1021,17,787631,3,271.7654183141519,https://arxiv.org/abs/1511.06434
199693,hep-th/9805170,31.61638569325413,500,16,590825,5,158.08192846627065,https://arxiv.org/abs/hep-th/9805170
689617,hep-th/9507090,53.266276355070474,200,0,259100,6,319.5976581304228,https://arxiv.org/abs/hep-th/9507090
54493,1004.4389,20.40017070733562,40,3,558930,2,40.80034141467124,https://arxiv.org/abs/1004.4389
499429,astro-ph/0402512,37.68206529366256,814,12,246082,3,113.04619588098768,https://arxiv.org/abs/astro-ph/0402512
752497,hep-th/9811131,23.0876694214593,469,10,541677,5,115.4383471072965,https://arxiv.org/abs/hep-th/9811131
686503,quant-ph/9707021,105.16251842438305,499,8,257234,7,736.1376289706814,https://arxiv.org/abs/quant-ph/9707021
234571,hep-th/9506194,170.63849224987246,87,9,658293,7,1194.4694457491073,https://arxiv.org/abs/hep-th/9506194
123589,1106.5730,20.401530220654596,15,0,952228,2,40.80306044130919,https://arxiv.org/abs/1106.5730
762859,astro-ph/0302209,201.28043945402052,2517,16,246082,11,2214.084833994226,https://arxiv.org/abs/astro-ph/0302209
796039,hep-ph/0703260,20.442757066971367,310,15,893113,3,61.3282712009141,https://arxiv.org/abs/hep-ph/0703260
115699,hep-th/9509070,37.13708327811421,15,33,658293,5,185.68541639057105,https://arxiv.org/abs/hep-th/9509070
801061,1606.01540,31.771105388411723,293,3,933208,2,63.542210776823445,https://arxiv.org/abs/1606.01540
807175,math/0703039,24.172078182281055,58,4,483746,0,0.0,https://arxiv.org/abs/math/0703039
766609,hep-ph/9606230,23.127591138151583,91,5,575115,2,46.25518227630317,https://arxiv.org/abs/hep-ph/9606230
164407,1502.03167,184.0011511559878,1242,4,697359,5,920.005755779939,https://arxiv.org/abs/1502.03167
141373,math/0507149,23.686802682121876,8,3,482881,1,23.686802682121876,https://arxiv.org/abs/math/0507149
176701,cond-mat/9904034,21.32556584254037,77,10,761523,0,0.0,https://arxiv.org/abs/cond-mat/9904034
552577,astro-ph/9603033,68.26444619231728,387,4,246082,6,409.5866771539037,https://arxiv.org/abs/astro-ph/9603033
676579,hep-th/9607161,21.842324637638402,225,1,218682,1,21.842324637638402,https://arxiv.org/abs/hep-th/9607161
670477,1002.4703,22.840430024384933,497,5,65398,1,22.840430024384933,https://arxiv.org/abs/1002.4703
285619,hep-th/9607163,49.42402516650738,407,4,487873,7,345.96817616555165,https://arxiv.org/abs/hep-th/9607163
861535,hep-th/9408074,244.77721270072672,533,2,658293,15,3671.658190510901,https://arxiv.org/abs/hep-th/9408074
58981,hep-ph/9806263,32.38157203849424,154,7,677654,6,194.28943223096545,https://arxiv.org/abs/hep-ph/9806263
139663,1310.1531,393.40116492964387,186,2,697359,4,1573.6046597185755,https://arxiv.org/abs/1310.1531
391801,q-alg/9707029,20.555845055967566,126,7,272755,2,41.11169011193513,https://arxiv.org/abs/q-alg/9707029
482881,math/0609764,38.82934680884974,201,6,400344,1,38.82934680884974,https://arxiv.org/abs/math/0609764
905389,astro-ph/0106018,24.43779849927089,131,0,161720,0,0.0,https://arxiv.org/abs/astro-ph/0106018
819295,hep-th/9804085,38.04531248995559,540,21,694925,12,456.5437498794671,https://arxiv.org/abs/hep-th/9804085
303613,nucl-th/9907088,28.631245662180184,78,0,302497,0,0.0,https://arxiv.org/abs/nucl-th/9907088
686929,hep-th/9607011,24.50986110045006,49,18,658293,5,122.54930550225029,https://arxiv.org/abs/hep-th/9607011
661501,hep-th/9410046,21.725195117805843,67,7,259100,2,43.450390235611685,https://arxiv.org/abs/hep-th/9410046
336475,hep-th/9804058,43.02842890842496,541,52,218682,10,430.28428908424956,https://arxiv.org/abs/hep-th/9804058
789211,hep-ph/9701412,25.695557608601902,56,0,66367,2,51.391115217203804,https://arxiv.org/abs/hep-ph/9701412
840115,hep-ph/0007221,36.55590070774696,22,0,217372,1,36.55590070774696,https://arxiv.org/abs/hep-ph/0007221
593419,hep-ph/9209266,27.909791898985326,6,0,605117,1,27.909791898985326,https://arxiv.org/abs/hep-ph/9209266
624715,1511.05952,22.129373095531424,166,8,933208,3,66.38811928659428,https://arxiv.org/abs/1511.05952
494737,1101.0538,20.451124598964963,433,28,322217,3,61.353373796894886,https://arxiv.org/abs/1101.0538
773407,1409.0575,110.2612468044692,182,8,697359,3,330.7837404134076,https://arxiv.org/abs/1409.0575
340315,1012.2599,99.4718913018092,169,2,82400,2,198.9437826036184,https://arxiv.org/abs/1012.2599
305653,hep-ex/0304040,36.55533102642537,222,1,364600,2,73.11066205285074,https://arxiv.org/abs/hep-ex/0304040
205111,hep-ph/0303204,56.90097843092809,620,39,590098,2,113.80195686185618,https://arxiv.org/abs/hep-ph/0303204
133129,hep-th/9307049,52.13850669579972,142,0,506615,4,208.55402678319888,https://arxiv.org/abs/hep-th/9307049
193873,hep-th/9601150,40.862687142803594,237,8,75626,4,163.45074857121438,https://arxiv.org/abs/hep-th/9601150
404959,0708.1919,25.247990737476233,19,4,204928,2,50.495981474952465,https://arxiv.org/abs/0708.1919
86293,hep-th/9305083,33.808964606967564,34,9,259100,5,169.0448230348378,https://arxiv.org/abs/hep-th/9305083
912619,hep-th/9406128,121.75782689224863,24,6,658293,3,365.27348067674586,https://arxiv.org/abs/hep-th/9406128
411493,1311.2524,169.9215891911034,121,1,697359,3,509.7647675733102,https://arxiv.org/abs/1311.2524
284755,cond-mat/0009244,49.537081147295474,241,9,47966,4,198.1483245891819,https://arxiv.org/abs/cond-mat/0009244
654265,1106.0522,25.45939909475417,1497,69,322217,3,76.37819728426251,https://arxiv.org/abs/1106.0522
593581,hep-th/9302103,50.667788507101356,217,0,499680,3,152.00336552130406,https://arxiv.org/abs/hep-th/9302103
722707,hep-ph/0002297,40.11365716306338,257,13,740215,9,361.02291446757044,https://arxiv.org/abs/hep-ph/0002297
266401,astro-ph/0505480,23.437286853089557,54,11,250900,1,23.437286853089557,https://arxiv.org/abs/astro-ph/0505480
267463,cond-mat/9702070,21.844217740154317,77,19,648128,1,21.844217740154317,https://arxiv.org/abs/cond-mat/9702070
233041,astro-ph/9712212,22.074318467275653,195,0,246082,1,22.074318467275653,https://arxiv.org/abs/astro-ph/9712212
149797,hep-ph/9705339,30.814333361427636,33,1,197069,2,61.62866672285527,https://arxiv.org/abs/hep-ph/9705339
202243,astro-ph/0405232,28.56272315516946,142,6,507889,1,28.56272315516946,https://arxiv.org/abs/astro-ph/0405232
782281,hep-ph/9912223,39.63911070403079,140,21,226963,2,79.27822140806158,https://arxiv.org/abs/hep-ph/9912223
767491,hep-ph/9605323,40.849180557815046,923,6,322217,3,122.54754167344514,https://arxiv.org/abs/hep-ph/9605323
229015,hep-th/9905210,30.605142438392793,265,48,345230,7,214.23599706874955,https://arxiv.org/abs/hep-th/9905210
73141,quant-ph/9603024,59.05753456306404,22,4,348415,2,118.11506912612808,https://arxiv.org/abs/quant-ph/9603024
198307,hep-th/9511088,75.11134990243453,96,9,658293,7,525.7794493170417,https://arxiv.org/abs/hep-th/9511088
360637,hep-th/9905221,24.94843544885647,195,0,345230,4,99.79374179542587,https://arxiv.org/abs/hep-th/9905221
672331,1405.4506,24.8201627099981,31,1,684374,1,24.8201627099981,https://arxiv.org/abs/1405.4506
410425,hep-lat/9510020,23.905634804591557,149,13,514618,2,47.811269609183114,https://arxiv.org/abs/hep-lat/9510020
596983,0805.2507,21.217495916067236,53,13,257234,1,21.217495916067236,https://arxiv.org/abs/0805.2507
788503,hep-th/9904075,30.57083469926504,639,2,246082,3,91.71250409779512,https://arxiv.org/abs/hep-th/9904075
450925,hep-th/9711002,74.61152852783754,227,0,218682,6,447.6691711670252,https://arxiv.org/abs/hep-th/9711002
233833,1002.0442,22.852822758628548,55,7,442870,0,0.0,https://arxiv.org/abs/1002.0442
763801,hep-ph/9802290,39.43975467330494,341,0,590098,1,39.43975467330494,https://arxiv.org/abs/hep-ph/9802290
648769,hep-ph/9508408,26.239880121525534,64,4,946271,1,26.239880121525534,https://arxiv.org/abs/hep-ph/9508408
130645,cond-mat/0107133,48.918881445556615,19,1,614869,1,48.918881445556615,https://arxiv.org/abs/cond-mat/0107133
766801,math/0505497,22.98690004930742,49,2,766801,1,22.98690004930742,https://arxiv.org/abs/math/0505497
354373,hep-ph/9704376,38.78232694182475,159,43,67686,5,193.91163470912375,https://arxiv.org/abs/hep-ph/9704376
484963,hep-th/9702136,28.206358928962903,116,23,281673,6,169.23815357377742,https://arxiv.org/abs/hep-th/9702136
851797,hep-ph/9612202,34.78475836937171,10,4,271966,2,69.56951673874342,https://arxiv.org/abs/hep-ph/9612202
464029,hep-th/9302109,68.8001817591416,31,0,610437,2,137.6003635182832,https://arxiv.org/abs/hep-th/9302109
263107,hep-th/9602065,73.99711365391622,386,10,395176,8,591.9769092313297,https://arxiv.org/abs/hep-th/9602065
688645,hep-th/9308079,20.57506936135675,89,0,732481,0,0.0,https://arxiv.org/abs/hep-th/9308079
836611,1207.1158,29.184528363496707,569,585,946271,2,58.36905672699341,https://arxiv.org/abs/1207.1158
959347,gr-qc/0609119,21.177535602296587,53,1,495176,0,0.0,https://arxiv.org/abs/gr-qc/0609119
917287,hep-th/9510225,101.6676044645744,185,8,658293,10,1016.676044645744,https://arxiv.org/abs/hep-th/9510225
500527,hep-th/9611159,21.855571099525857,305,31,658293,7,152.988997696681,https://arxiv.org/abs/hep-th/9611159
485995,gr-qc/9501014,30.670887501073658,254,3,298253,5,153.35443750536828,https://arxiv.org/abs/gr-qc/9501014
977329,astro-ph/0410214,28.362768342654746,101,2,532212,2,56.72553668530949,https://arxiv.org/abs/astro-ph/0410214
579637,astro-ph/0111362,27.033922872898415,54,9,611801,5,135.16961436449208,https://arxiv.org/abs/astro-ph/0111362
739879,astro-ph/0603449,318.3199131820484,2934,6,246082,10,3183.199131820484,https://arxiv.org/abs/astro-ph/0603449
848623,hep-ex/0505038,139.07246215768743,150,1,13819,1,139.07246215768743,https://arxiv.org/abs/hep-ex/0505038
462073,cond-mat/9702144,26.99537816302669,4,0,689093,1,26.99537816302669,https://arxiv.org/abs/cond-mat/9702144
205825,hep-th/9308112,42.135904081783224,31,0,459181,3,126.40771224534967,https://arxiv.org/abs/hep-th/9308112
425965,astro-ph/0608019,25.365846921745767,97,0,348621,0,0.0,https://arxiv.org/abs/astro-ph/0608019
567379,1412.2306,66.35204987984932,82,14,377304,4,265.4081995193973,https://arxiv.org/abs/1412.2306
822253,astro-ph/9710269,27.632244114516986,10,2,12886,1,27.632244114516986,https://arxiv.org/abs/astro-ph/9710269
59275,cond-mat/9607120,29.785213520516148,27,0,393761,1,29.785213520516148,https://arxiv.org/abs/cond-mat/9607120
284395,nucl-ex/9706006,35.90671984433783,185,0,741426,1,35.90671984433783,https://arxiv.org/abs/nucl-ex/9706006
792301,hep-ph/0503172,21.645654967371794,709,131,181332,6,129.87392980423076,https://arxiv.org/abs/hep-ph/0503172
294601,math/0108160,40.811609241241335,198,37,526721,1,40.811609241241335,https://arxiv.org/abs/math/0108160
356827,quant-ph/9605013,29.69207646181897,6,7,348415,5,148.46038230909485,https://arxiv.org/abs/quant-ph/9605013
592639,hep-th/9506136,21.36308953690634,376,0,767552,0,0.0,https://arxiv.org/abs/hep-th/9506136
