Id,Label,PageRank,InDegree,OutDegree,Community,NeighborCommunities,BridgeScore,Url
427358,hep-ex/0104049,22.319123920623287,610,0,417408,3,66.95737176186987,https://arxiv.org/abs/hep-ex/0104049
704330,cond-mat/9909009,20.748497488627347,72,1,25312,1,20.748497488627347,https://arxiv.org/abs/cond-mat/9909009
603890,hep-th/0212208,24.146873861084792,957,51,218682,2,48.293747722169584,https://arxiv.org/abs/hep-th/0212208
785558,1308.6273,26.21367114200139,31,5,376093,2,52.42734228400278,https://arxiv.org/abs/1308.6273
489662,1007.2613,23.950360236199383,153,183,436635,4,95.80144094479753,https://arxiv.org/abs/1007.2613
776354,0809.0690,27.240406943307562,18,3,456911,1,27.240406943307562,https://arxiv.org/abs/0809.0690
842486,1309.4168,41.498354963069374,135,1,598747,2,82.99670992613875,https://arxiv.org/abs/1309.4168
68468,hep-th/9509024,36.42295642976211,12,1,634024,2,72.84591285952422,https://arxiv.org/abs/hep-th/9509024
655880,0812.1770,33.67816735302425,66,5,289174,0,0.0,https://arxiv.org/abs/0812.1770
918926,hep-ph/9609434,34.51708711900417,130,45,713694,5,172.58543559502084,https://arxiv.org/abs/hep-ph/9609434
829964,1306.0239,21.007607259096712,54,1,697359,1,21.007607259096712,https://arxiv.org/abs/1306.0239
892244,hep-ph/9601359,29.65189246771182,464,1,541704,2,59.30378493542364,https://arxiv.org/abs/hep-ph/9601359
382592,astro-ph/0603451,49.79333373039622,424,5,906678,4,199.17333492158488,https://arxiv.org/abs/astro-ph/0603451
564206,hep-th/9401070,50.252063919532084,230,2,644835,5,251.2603195976604,https://arxiv.org/abs/hep-th/9401070
296216,nucl-th/0110037,105.80022549684854,445,10,436635,3,317.4006764905456,https://arxiv.org/abs/nucl-th/0110037
729086,astro-ph/0302006,32.1435571934986,118,5,957629,2,64.2871143869972,https://arxiv.org/abs/astro-ph/0302006
841886,1212.0873,25.34458758307326,52,5,129448,0,0.0,https://arxiv.org/abs/1212.0873
881828,hep-ph/9603326,20.96946101555896,53,2,322217,2,41.93892203111792,https://arxiv.org/abs/hep-ph/9603326
134715,0801.1665,24.17107085902025,53,1,107844,1,24.17107085902025,https://arxiv.org/abs/0801.1665
813585,quant-ph/0010117,64.96552611364909,179,0,767525,1,64.96552611364909,https://arxiv.org/abs/quant-ph/0010117
568077,hep-th/9510227,54.23262375999319,252,4,430130,8,433.8609900799455,https://arxiv.org/abs/hep-th/9510227
680817,hep-ph/0201195,93.30838228565595,2191,53,322217,3,279.92514685696784,https://arxiv.org/abs/hep-ph/0201195
404619,hep-th/0603001,27.694707938321095,1316,30,644835,7,193.86295556824766,https://arxiv.org/abs/hep-th/0603001
562641,hep-th/9805019,25.164943657204052,301,32,368422,7,176.15460560042837,https://arxiv.org/abs/hep-th/9805019
949803,astro-ph/0410551,23.8191711888479,144,31,527376,1,23.8191711888479,https://arxiv.org/abs/astro-ph/0410551
145263,math/9905083,21.09267839105714,33,7,656283,1,21.09267839105714,https://arxiv.org/abs/math/9905083
10359,math/0501415,23.28598584339893,16,0,857246,2,46.57197168679786,https://arxiv.org/abs/math/0501415
929637,hep-lat/9801021,25.058044581420752,218,7,523159,3,75.17413374426226,https://arxiv.org/abs/hep-lat/9801021
192009,hep-ph/0006147,22.25272636559841,39,5,436635,1,22.25272636559841,https://arxiv.org/abs/hep-ph/0006147
304629,hep-ph/9602250,27.783875940967572,78,0,226963,3,83.35162782290271,https://arxiv.org/abs/hep-ph/9602250
296337,astro-ph/9909386,25.95902111018428,396,2,439694,1,25.95902111018428,https://arxiv.org/abs/astro-ph/9909386
108597,hep-th/9701025,37.27762509594067,272,7,658293,7,260.9433756715847,https://arxiv.org/abs/hep-th/9701025
246381,hep-ph/9508378,22.317924538296527,23,1,438573,1,22.317924538296527,https://arxiv.org/abs/hep-ph/9508378
415293,alg-geom/9511007,34.72454728865189,101,1,623177,1,34.72454728865189,https://arxiv.org/abs/alg-geom/9511007
50277,hep-ph/9905221,154.06494434706917,3495,21,345230,19,2927.233942594314,https://arxiv.org/abs/hep-ph/9905221
605595,hep-th/9612121,39.648645309798944,292,8,658293,5,198.24322654899473,https://arxiv.org/abs/hep-th/9612121
710991,hep-ph/9810440,26.993211520537624,64,2,322217,4,107.9728460821505,https://arxiv.org/abs/hep-ph/9810440
197799,hep-th/9603158,31.95084354053898,190,21,713694,3,95.85253062161694,https://arxiv.org/abs/hep-th/9603158
335355,hep-ph/9512272,23.167584021764547,7,13,487173,3,69.50275206529363,https://arxiv.org/abs/hep-ph/9512272
760701,hep-ex/0109041,40.383244423315304,15,1,189694,2,80.76648884663061,https://arxiv.org/abs/hep-ex/0109041
173301,hep-ex/9907037,34.539800223928275,458,0,197069,2,69.07960044785655,https://arxiv.org/abs/hep-ex/9907037
775161,hep-th/0209227,20.81552394401645,256,10,109037,6,124.89314366409872,https://arxiv.org/abs/hep-th/0209227
852747,astro-ph/9606001,29.39666806289988,133,16,745849,2,58.79333612579976,https://arxiv.org/abs/astro-ph/9606001
853755,hep-ph/9505397,39.38691398794319,26,10,197724,6,236.32148392765913,https://arxiv.org/abs/hep-ph/9505397
367659,hep-th/9309140,83.305443387672,591,13,541677,5,416.52721693835997,https://arxiv.org/abs/hep-th/9309140
501171,hep-th/9806074,23.939717374545317,377,20,218682,6,143.6383042472719,https://arxiv.org/abs/hep-th/9806074
358173,hep-th/9511033,27.311466067932052,148,0,678318,1,27.311466067932052,https://arxiv.org/abs/hep-th/9511033
575049,hep-lat/9612014,25.622558787368607,108,6,713730,0,0.0,https://arxiv.org/abs/hep-lat/9612014
784533,0803.0547,149.50020046394744,2131,1,246082,5,747.5010023197372,https://arxiv.org/abs/0803.0547
426567,hep-th/9710009,44.42926984182682,321,19,281673,7,311.0048888927878,https://arxiv.org/abs/hep-th/9710009
669321,1411.1784,54.643788046119646,574,3,787631,1,54.643788046119646,https://arxiv.org/abs/1411.1784
393495,hep-ex/0404010,25.479810120897813,144,8,322217,1,25.479810120897813,https://arxiv.org/abs/hep-ex/0404010
480597,hep-th/9505162,67.28262616312202,251,20,658293,5,336.4131308156101,https://arxiv.org/abs/hep-th/9505162
26787,0903.3905,30.354863187916333,249,26,843373,2,60.709726375832666,https://arxiv.org/abs/0903.3905
780279,hep-th/9505100,26.944675569538635,228,6,80094,5,134.72337784769317,https://arxiv.org/abs/hep-th/9505100
554739,hep-th/9506176,31.840463164888167,29,0,226631,2,63.680926329776334,https://arxiv.org/abs/hep-th/9506176
513837,1506.02438,27.746449173463873,149,3,706346,3,83.23934752039162,https://arxiv.org/abs/1506.02438
19647,quant-ph/9704042,31.63212613159422,26,2,830301,3,94.89637839478266,https://arxiv.org/abs/quant-ph/9704042
301785,hep-th/9504006,29.0846260428598,139,7,658293,3,87.2538781285794,https://arxiv.org/abs/hep-th/9504006
891639,astro-ph/9604166,24.651322893091205,64,5,412429,5,123.25661446545602,https://arxiv.org/abs/astro-ph/9604166
118533,hep-th/9603127,54.729704913776494,131,21,658293,5,273.64852456888246,https://arxiv.org/abs/hep-th/9603127
464985,cond-mat/9907002,28.006877908162544,90,2,962115,1,28.006877908162544,https://arxiv.org/abs/cond-mat/9907002
810489,quant-ph/9704026,32.47697364230518,33,1,599207,2,64.95394728461036,https://arxiv.org/abs/quant-ph/9704026
505557,hep-ph/9803389,24.359103173553283,229,1,590098,2,48.718206347106566,https://arxiv.org/abs/hep-ph/9803389
485511,hep-th/9403198,131.9756817924121,118,1,80094,3,395.9270453772363,https://arxiv.org/abs/hep-th/9403198
874125,hep-th/9905012,36.473467064259324,573,12,345230,5,182.36733532129662,https://arxiv.org/abs/hep-th/9905012
412083,hep-th/9412158,42.391310011726425,49,4,80094,3,127.17393003517927,https://arxiv.org/abs/hep-th/9412158
68817,quant-ph/9605011,109.48333118314663,185,6,80157,8,875.866649465173,https://arxiv.org/abs/quant-ph/9605011
187419,gr-qc/9705016,29.031084437400388,9,0,631117,1,29.031084437400388,https://arxiv.org/abs/gr-qc/9705016
27453,astro-ph/0205384,102.88077025235222,126,5,260455,3,308.64231075705663,https://arxiv.org/abs/astro-ph/0205384
519255,cond-mat/0407305,29.244576232236238,10,2,707647,1,29.244576232236238,https://arxiv.org/abs/cond-mat/0407305
482067,math/9910078,24.75291107245724,153,3,83055,0,0.0,https://arxiv.org/abs/math/9910078
255153,hep-th/9508064,29.015990113531938,84,44,658293,5,145.0799505676597,https://arxiv.org/abs/hep-th/9508064
66345,hep-th/9602045,73.55998130216088,184,171,645203,8,588.479850417287,https://arxiv.org/abs/hep-th/9602045
825717,astro-ph/0306203,22.700810662389372,21,0,888250,1,22.700810662389372,https://arxiv.org/abs/astro-ph/0306203
833427,0901.3503,22.870974427800395,4,0,527017,1,22.870974427800395,https://arxiv.org/abs/0901.3503
80211,hep-th/9602115,42.18012938396983,101,3,80211,1,42.18012938396983,https://arxiv.org/abs/hep-th/9602115
768921,alg-geom/9507002,32.17475596364217,7,3,529520,1,32.17475596364217,https://arxiv.org/abs/alg-geom/9507002
168849,astro-ph/0001078,22.039666516883578,16,1,41578,1,22.039666516883578,https://arxiv.org/abs/astro-ph/0001078
390783,quant-ph/9503005,35.78329260135571,2,0,348415,1,35.78329260135571,https://arxiv.org/abs/quant-ph/9503005
765171,hep-th/9604166,26.20298882935769,168,27,259100,7,183.42092180550384,https://arxiv.org/abs/hep-th/9604166
628125,hep-th/9209116,34.52333776196633,31,1,610437,4,138.09335104786533,https://arxiv.org/abs/hep-th/9209116
667263,gr-qc/9808081,23.867173944010517,116,1,547051,1,23.867173944010517,https://arxiv.org/abs/gr-qc/9808081
332325,1304.0670,28.18045164901823,383,21,66152,0,0.0,https://arxiv.org/abs/1304.0670
225627,1008.2026,43.916438307082494,207,68,192960,2,87.83287661416499,https://arxiv.org/abs/1008.2026
264441,hep-th/9504019,33.696308227563996,77,4,308804,3,101.08892468269198,https://arxiv.org/abs/hep-th/9504019
105933,hep-th/9711138,86.59917546058342,143,58,506615,16,1385.5868073693348,https://arxiv.org/abs/hep-th/9711138
447315,hep-th/9510142,25.891816391071433,39,16,658293,3,77.6754491732143,https://arxiv.org/abs/hep-th/9510142
287475,math/9801068,37.41791512731888,109,0,740125,1,37.41791512731888,https://arxiv.org/abs/math/9801068
406473,hep-th/0104005,32.905481624056925,490,3,181332,5,164.52740812028463,https://arxiv.org/abs/hep-th/0104005
428847,hep-th/9308150,55.14266488541167,16,1,578076,1,55.14266488541167,https://arxiv.org/abs/hep-th/9308150
20613,astro-ph/9912463,25.262752845579,238,9,246082,1,25.262752845579,https://arxiv.org/abs/astro-ph/9912463
463683,astro-ph/9609149,24.641349504034427,97,1,899079,1,24.641349504034427,https://arxiv.org/abs/astro-ph/9609149
109245,1312.6082,41.2677516838594,45,4,697359,2,82.5355033677188,https://arxiv.org/abs/1312.6082
383151,1512.00567,41.86903724319217,231,6,697359,4,167.47614897276867,https://arxiv.org/abs/1512.00567
601449,hep-th/9503030,102.36312466190023,344,0,853296,4,409.4524986476009,https://arxiv.org/abs/hep-th/9503030
125883,1409.1259,45.984929654204755,329,2,843965,2,91.96985930840951,https://arxiv.org/abs/1409.1259
805293,1312.6114,120.52145620784177,1180,4,787631,3,361.5643686235253,https://arxiv.org/abs/1312.6114
570165,hep-th/9410167,318.29058421788193,922,4,658293,12,3819.487010614583,https://arxiv.org/abs/hep-th/9410167
31065,hep-th/9308141,53.47865812138973,11,1,638241,2,106.95731624277946,https://arxiv.org/abs/hep-th/9308141
756573,hep-th/9601152,37.810156270701185,103,15,20620,7,264.67109389490827,https://arxiv.org/abs/hep-th/9601152
503187,hep-ph/0109068,37.32477003608166,185,9,322217,3,111.97431010824498,https://arxiv.org/abs/hep-ph/0109068
316791,hep-th/9306002,30.878507406442573,249,0,889183,0,0.0,https://arxiv.org/abs/hep-th/9306002
899757,hep-th/9109038,28.625691985196852,62,0,83055,2,57.251383970393704,https://arxiv.org/abs/hep-th/9109038
494715,hep-ph/9512328,46.71230322693729,387,1,322217,3,140.13690968081187,https://arxiv.org/abs/hep-ph/9512328
897081,astro-ph/0105068,26.48163982873759,437,30,246082,11,291.29803811611345,https://arxiv.org/abs/astro-ph/0105068
770667,hep-th/9912072,43.78576788802352,794,17,271284,2,87.57153577604704,https://arxiv.org/abs/hep-th/9912072
583767,astro-ph/9710016,24.005142087587664,45,3,875456,2,48.01028417517533,https://arxiv.org/abs/astro-ph/9710016
477291,astro-ph/9812350,53.89219796593146,145,2,12886,3,161.67659389779436,https://arxiv.org/abs/astro-ph/9812350
211347,gr-qc/9509054,21.976608052630787,49,3,702802,2,43.953216105261575,https://arxiv.org/abs/gr-qc/9509054
563187,hep-ex/0701029,34.64447486295306,241,52,197069,5,173.22237431476532,https://arxiv.org/abs/hep-ex/0701029
849711,hep-th/9604090,31.515887526863047,193,11,345230,5,157.57943763431524,https://arxiv.org/abs/hep-th/9604090
184029,physics/0402083,22.063690101059727,274,0,946271,0,0.0,https://arxiv.org/abs/physics/0402083
274083,astro-ph/0001391,31.12030412076881,72,1,965040,2,62.24060824153762,https://arxiv.org/abs/astro-ph/0001391
173571,hep-th/9308042,22.87373922176867,12,0,340618,2,45.74747844353734,https://arxiv.org/abs/hep-th/9308042
417771,astro-ph/9701009,20.486394161334314,10,0,899079,1,20.486394161334314,https://arxiv.org/abs/astro-ph/9701009
869541,astro-ph/0210603,43.04626357182907,1337,44,794674,6,258.27758143097446,https://arxiv.org/abs/astro-ph/0210603
11175,math/0610203,35.7561513185218,97,5,11175,1,35.7561513185218,https://arxiv.org/abs/math/0610203
372339,1608.02013,27.137307662945922,157,7,33261,1,27.137307662945922,https://arxiv.org/abs/1608.02013
639381,hep-ph/9908433,27.09312306976773,176,11,344458,4,108.37249227907093,https://arxiv.org/abs/hep-ph/9908433
618861,0902.1089,32.00225583672228,365,1,260814,2,64.00451167344455,https://arxiv.org/abs/0902.1089
257049,astro-ph/9905320,32.25694561092288,166,13,957629,3,96.77083683276862,https://arxiv.org/abs/astro-ph/9905320
886143,hep-th/9603167,114.5858961779443,1038,19,340618,15,1718.7884426691646,https://arxiv.org/abs/hep-th/9603167
590835,hep-ph/9906426,36.684359614703425,18,0,217372,1,36.684359614703425,https://arxiv.org/abs/hep-ph/9906426
432201,cond-mat/9512035,24.95177611939182,49,0,907491,1,24.95177611939182,https://arxiv.org/abs/cond-mat/9512035
743631,hep-th/9211111,20.340652423705748,134,0,218682,0,0.0,https://arxiv.org/abs/hep-th/9211111
711333,hep-th/9802047,31.053348652543008,80,19,506615,8,248.42678922034406,https://arxiv.org/abs/hep-th/9802047
952443,astro-ph/9612006,79.3892171562111,66,1,12886,4,317.5568686248444,https://arxiv.org/abs/astro-ph/9612006
869931,quant-ph/9811052,45.2531618971925,256,3,817561,2,90.506323794385,https://arxiv.org/abs/quant-ph/9811052
594921,hep-ph/9602375,53.409319372730295,159,1,430471,3,160.22795811819088,https://arxiv.org/abs/hep-ph/9602375
604011,1308.0850,431.3434921252397,531,1,843965,6,2588.0609527514384,https://arxiv.org/abs/1308.0850
739167,hep-lat/9610016,33.52008544583767,52,2,713730,2,67.04017089167534,https://arxiv.org/abs/hep-lat/9610016
60543,hep-lat/9611024,29.098169350849993,18,12,59764,4,116.39267740339997,https://arxiv.org/abs/hep-lat/9611024
281673,hep-th/9712072,20.628590780671036,164,38,281673,8,165.0287262453683,https://arxiv.org/abs/hep-th/9712072
653991,astro-ph/0310723,50.452490677926555,846,35,246082,7,353.1674347454859,https://arxiv.org/abs/astro-ph/0310723
446349,hep-th/9704080,62.38389240656668,386,13,281673,8,499.07113925253344,https://arxiv.org/abs/hep-th/9704080
263205,hep-ex/0102017,27.083798136772618,241,0,628919,2,54.167596273545236,https://arxiv.org/abs/hep-ex/0102017
367743,hep-th/9707133,25.2230368115429,163,3,713694,3,75.6691104346287,https://arxiv.org/abs/hep-th/9707133
894141,hep-ph/9408384,27.12653440776225,509,0,713694,6,162.7592064465735,https://arxiv.org/abs/hep-ph/9408384
563157,0904.2226,31.931459172305914,28,0,260814,1,31.931459172305914,https://arxiv.org/abs/0904.2226
519525,quant-ph/9906129,40.44454072222565,156,12,80157,4,161.7781628889026,https://arxiv.org/abs/quant-ph/9906129
313629,alg-geom/9304007,36.76784952792813,28,0,324137,2,73.53569905585626,https://arxiv.org/abs/alg-geom/9304007
175095,hep-th/9610172,30.458688517175034,109,44,20620,9,274.1281966545753,https://arxiv.org/abs/hep-th/9610172
698073,hep-th/0301240,50.82504315977005,1960,60,226631,9,457.42538843793045,https://arxiv.org/abs/hep-th/0301240
903,hep-ph/0011363,56.03604098810456,899,56,322217,6,336.21624592862736,https://arxiv.org/abs/hep-ph/0011363
848733,nucl-ex/0105011,24.180982147632367,57,2,590098,3,72.5429464428971,https://arxiv.org/abs/nucl-ex/0105011
734241,hep-th/9512078,62.67908713960398,146,17,658293,13,814.8281328148518,https://arxiv.org/abs/hep-th/9512078
671439,hep-th/9903205,23.77666851333553,393,19,271284,4,95.10667405334212,https://arxiv.org/abs/hep-th/9903205
394533,quant-ph/9804043,20.62691520944162,34,1,336545,3,61.88074562832486,https://arxiv.org/abs/quant-ph/9804043
555027,hep-ph/9504327,42.258304123005985,81,1,555027,1,42.258304123005985,https://arxiv.org/abs/hep-ph/9504327
944301,hep-th/9701166,26.78347414592522,206,42,619741,6,160.7008448755513,https://arxiv.org/abs/hep-th/9701166
843699,astro-ph/0603450,44.71582893935755,393,4,906678,4,178.8633157574302,https://arxiv.org/abs/astro-ph/0603450
509283,hep-th/9506035,20.848504485378733,119,1,161074,3,62.5455134561362,https://arxiv.org/abs/hep-th/9506035
559875,hep-th/0303116,20.88860757601552,416,13,839901,5,104.4430378800776,https://arxiv.org/abs/hep-th/0303116
266721,1603.04069,24.63916626167496,82,0,140609,0,0.0,https://arxiv.org/abs/1603.04069
492639,quant-ph/0004051,20.658108404629928,40,5,599207,1,20.658108404629928,https://arxiv.org/abs/quant-ph/0004051
160845,0905.1055,20.475100681672565,4,1,958921,0,0.0,https://arxiv.org/abs/0905.1055
664905,cond-mat/9807366,25.058828567048113,58,38,122109,1,25.058828567048113,https://arxiv.org/abs/cond-mat/9807366
17343,cond-mat/0609390,24.523792621710257,14,1,423213,1,24.523792621710257,https://arxiv.org/abs/cond-mat/0609390
736875,quant-ph/0106052,21.103430673461077,97,10,830301,1,21.103430673461077,https://arxiv.org/abs/quant-ph/0106052
264351,hep-th/9410082,23.095378770381004,38,5,438573,0,0.0,https://arxiv.org/abs/hep-th/9410082
151911,hep-ph/9810442,28.814103056430383,761,6,73078,6,172.8846183385823,https://arxiv.org/abs/hep-ph/9810442
433311,hep-th/9605033,32.679050193569445,327,11,658293,6,196.07430116141666,https://arxiv.org/abs/hep-th/9605033
908913,astro-ph/9807279,23.179226880400503,34,4,417408,3,69.5376806412015,https://arxiv.org/abs/astro-ph/9807279
347109,1301.1294,23.83143461140562,4,1,542969,1,23.83143461140562,https://arxiv.org/abs/1301.1294
251841,hep-th/9806199,21.52821596500537,173,173,658293,21,452.09253526511276,https://arxiv.org/abs/hep-th/9806199
403869,hep-th/9702015,48.82672130893995,131,13,20620,7,341.78704916257965,https://arxiv.org/abs/hep-th/9702015
788061,hep-ex/0103032,36.124404893330926,226,1,197069,2,72.24880978666185,https://arxiv.org/abs/hep-ex/0103032
380835,astro-ph/0405087,153.60330065848768,581,0,404085,1,153.60330065848768,https://arxiv.org/abs/astro-ph/0405087
372747,0801.4020,25.11645113841211,102,1,107844,1,25.11645113841211,https://arxiv.org/abs/0801.4020
553905,hep-th/9504095,25.81787487986279,31,4,658293,1,25.81787487986279,https://arxiv.org/abs/hep-th/9504095
129231,1106.2090,101.09114146636607,34,1,75994,1,101.09114146636607,https://arxiv.org/abs/1106.2090
804015,astro-ph/9909454,24.49067733581878,47,20,246082,2,48.98135467163756,https://arxiv.org/abs/astro-ph/9909454
755163,0906.0510,26.15768280727706,33,4,73419,2,52.31536561455412,https://arxiv.org/abs/0906.0510
84021,1409.3215,57.36887338122507,109,5,843965,2,114.73774676245014,https://arxiv.org/abs/1409.3215
61527,gr-qc/9304006,31.596858579458694,167,0,638241,3,94.79057573837608,https://arxiv.org/abs/gr-qc/9304006
299073,0706.3360,34.22371689741676,140,37,673895,2,68.44743379483351,https://arxiv.org/abs/0706.3360
595251,hep-th/9209055,33.04123925597202,96,16,825115,3,99.12371776791608,https://arxiv.org/abs/hep-th/9209055
776463,hep-th/9401125,22.486888745599845,74,3,644835,2,44.97377749119969,https://arxiv.org/abs/hep-th/9401125
552345,hep-th/9407118,24.699322522559836,52,6,259100,5,123.49661261279918,https://arxiv.org/abs/hep-th/9407118
736785,astro-ph/0007333,75.77746756618615,228,23,109181,6,454.6648053971169,https://arxiv.org/abs/astro-ph/0007333
135393,hep-th/0312099,24.07277959900482,496,36,246082,5,120.3638979950241,https://arxiv.org/abs/hep-th/0312099
32175,1102.1523,50.2934105693554,147,0,17408,1,50.2934105693554,https://arxiv.org/abs/1102.1523
267951,hep-lat/9710057,28.81060800232697,99,17,317686,3,86.4318240069809,https://arxiv.org/abs/hep-lat/9710057
520293,hep-th/9803002,66.88869981570672,1181,14,852004,12,802.6643977884805,https://arxiv.org/abs/hep-th/9803002
716241,astro-ph/0108063,23.884506701307583,43,6,612178,2,47.769013402615165,https://arxiv.org/abs/astro-ph/0108063
80889,1609.08144,54.07793101789977,553,12,843965,2,108.15586203579954,https://arxiv.org/abs/1609.08144
118479,quant-ph/9612015,35.90932623331845,17,3,599207,4,143.6373049332738,https://arxiv.org/abs/quant-ph/9612015
310077,hep-th/9603060,28.000262334306235,173,17,259100,7,196.00183634014365,https://arxiv.org/abs/hep-th/9603060
283989,1212.1824,23.79043291985659,7,2,311774,2,47.58086583971318,https://arxiv.org/abs/1212.1824
825867,1009.5055,38.4297698906011,161,0,851905,0,0.0,https://arxiv.org/abs/1009.5055
51537,quant-ph/0109024,23.43218652137255,34,6,51537,2,46.8643730427451,https://arxiv.org/abs/quant-ph/0109024
916491,astro-ph/9907113,40.62519046190947,159,17,197069,3,121.8755713857284,https://arxiv.org/abs/astro-ph/9907113
917547,1704.04861,31.94702144925454,467,22,711101,3,95.84106434776362,https://arxiv.org/abs/1704.04861
637827,hep-th/9604089,46.384624177445296,303,29,844261,13,603.0001143067889,https://arxiv.org/abs/hep-th/9604089
738885,hep-th/9804083,23.831135226268177,241,24,218682,5,119.15567613134088,https://arxiv.org/abs/hep-th/9804083
683559,gr-qc/9308006,22.4557932438128,43,0,887380,1,22.4557932438128,https://arxiv.org/abs/gr-qc/9308006
553539,hep-ph/9505319,35.067516919270965,20,1,957629,1,35.067516919270965,https://arxiv.org/abs/hep-ph/9505319
652431,hep-th/9508042,22.877711831383543,99,2,666942,5,114.38855915691772,https://arxiv.org/abs/hep-th/9508042
549219,astro-ph/9903236,22.506719158020346,15,4,108517,1,22.506719158020346,https://arxiv.org/abs/astro-ph/9903236
249285,hep-ph/9605288,33.81689550709267,220,5,514618,4,135.26758202837067,https://arxiv.org/abs/hep-ph/9605288
317583,hep-th/9308154,26.800650705285236,96,1,459181,3,80.4019521158557,https://arxiv.org/abs/hep-th/9308154
261279,hep-th/9910096,22.27085026976049,394,24,567552,5,111.35425134880245,https://arxiv.org/abs/hep-th/9910096
769965,1109.5647,23.49902067510334,33,0,651896,1,23.49902067510334,https://arxiv.org/abs/1109.5647
343035,hep-ph/9904378,23.496624531133264,229,7,73078,5,117.48312265566632,https://arxiv.org/abs/hep-ph/9904378
448167,1202.5270,24.39242927086536,52,2,386267,0,0.0,https://arxiv.org/abs/1202.5270
289425,hep-th/9605187,36.91098704530929,414,1,218682,2,73.82197409061858,https://arxiv.org/abs/hep-th/9605187
774693,astro-ph/0010395,21.638648147622266,6,8,794674,1,21.638648147622266,https://arxiv.org/abs/astro-ph/0010395
61899,nucl-ex/0309004,35.284639865825994,372,1,197069,3,105.85391959747798,https://arxiv.org/abs/nucl-ex/0309004
87255,hep-ph/9405374,21.241292196399552,28,0,645203,1,21.241292196399552,https://arxiv.org/abs/hep-ph/9405374
106263,gr-qc/9411005,30.013615198150095,310,3,353358,2,60.02723039630019,https://arxiv.org/abs/gr-qc/9411005
450087,nucl-ex/0305022,31.201610700300186,5,10,197069,1,31.201610700300186,https://arxiv.org/abs/nucl-ex/0305022
384315,1607.06353,22.059530069803174,15,1,936599,0,0.0,https://arxiv.org/abs/1607.06353
913911,hep-th/9805112,28.234440726024957,474,22,815237,12,338.8132887122995,https://arxiv.org/abs/hep-th/9805112
340899,cond-mat/0010440,47.725199072820125,187,10,257234,4,190.9007962912805,https://arxiv.org/abs/cond-mat/0010440
242613,0810.0604,37.54420536082541,65,1,66152,1,37.54420536082541,https://arxiv.org/abs/0810.0604
431211,nucl-ex/0312008,42.26580933731127,163,8,436635,2,84.53161867462254,https://arxiv.org/abs/nucl-ex/0312008
509853,astro-ph/0005265,29.741268972597464,330,5,246082,2,59.48253794519493,https://arxiv.org/abs/astro-ph/0005265
970263,hep-ph/0204316,39.67270671995582,136,48,322217,6,238.03624031973493,https://arxiv.org/abs/hep-ph/0204316
89727,cond-mat/0206469,21.772107549275994,16,0,856418,1,21.772107549275994,https://arxiv.org/abs/cond-mat/0206469
684459,0802.1189,42.99090988724714,2310,24,322217,1,42.99090988724714,https://arxiv.org/abs/0802.1189
423051,0907.3666,30.144549564302405,75,13,654480,1,30.144549564302405,https://arxiv.org/abs/0907.3666
640755,hep-th/9509106,23.19842076073616,18,51,658293,8,185.58736608588927,https://arxiv.org/abs/hep-th/9509106
321111,hep-ph/0412191,24.467432050343827,483,20,181332,4,97.86972820137531,https://arxiv.org/abs/hep-ph/0412191
339027,hep-ph/0106315,56.42205878489331,883,98,672029,9,507.79852906403977,https://arxiv.org/abs/hep-ph/0106315
347925,astro-ph/9810509,21.063389757829253,155,3,953287,1,21.063389757829253,https://arxiv.org/abs/astro-ph/9810509
640017,gr-qc/9607071,22.296179657234557,124,2,73060,0,0.0,https://arxiv.org/abs/gr-qc/9607071
68031,hep-lat/0304004,22.294723262623616,204,17,321239,2,44.58944652524723,https://arxiv.org/abs/hep-lat/0304004
642729,hep-th/9504145,74.59049417225941,226,2,658293,5,372.95247086129706,https://arxiv.org/abs/hep-th/9504145
274845,astro-ph/9907432,25.682265622816892,149,13,905700,2,51.364531245633785,https://arxiv.org/abs/astro-ph/9907432
401445,astro-ph/0301400,30.192182816225166,15,2,99922,2,60.38436563245033,https://arxiv.org/abs/astro-ph/0301400
809571,quant-ph/9604038,29.70752771924422,79,10,348415,4,118.83011087697687,https://arxiv.org/abs/quant-ph/9604038
34143,hep-th/9905104,36.951261819661596,750,38,93866,10,369.51261819661596,https://arxiv.org/abs/hep-th/9905104
482451,gr-qc/9305007,38.542854607639974,200,2,158248,2,77.08570921527995,https://arxiv.org/abs/gr-qc/9305007
295857,astro-ph/0404437,26.04024041273024,10,2,277941,1,26.04024041273024,https://arxiv.org/abs/astro-ph/0404437
306141,quant-ph/9610044,22.604793218585566,30,0,830301,1,22.604793218585566,https://arxiv.org/abs/quant-ph/9610044
418335,hep-ex/9707031,27.550298224217194,181,0,802273,1,27.550298224217194,https://arxiv.org/abs/hep-ex/9707031
809643,1412.6980,590.9366354691834,5374,5,711101,8,4727.4930837534675,https://arxiv.org/abs/1412.6980
862209,cond-mat/9804064,24.68089013206515,94,1,733701,1,24.68089013206515,https://arxiv.org/abs/cond-mat/9804064
903231,hep-th/9905177,25.17109592894974,429,9,644835,5,125.8554796447487,https://arxiv.org/abs/hep-th/9905177
265695,astro-ph/0008390,27.336182791930238,11,12,720773,1,27.336182791930238,https://arxiv.org/abs/astro-ph/0008390
784233,1008.4686,33.731275714577365,147,1,454381,2,67.46255142915473,https://arxiv.org/abs/1008.4686
