Id,Label,PageRank,InDegree,OutDegree,Community,NeighborCommunities,BridgeScore,VizLabel,Url
662404,"hep-th/9505105",81.61925900609815,328,27,658293,3,244.85777701829443,"hep-th/9505105 (nComm=3, bScore=244.858)",https://arxiv.org/abs/hep-th/9505105
685852,"hep-ex/0505037",138.84448800843268,212,1,13819,1,138.84448800843268,"hep-ex/0505037 (nComm=1, bScore=138.844)",https://arxiv.org/abs/hep-ex/0505037
658402,"hep-th/9405117",128.61169192906365,74,0,259100,2,257.2233838581273,"hep-th/9405117 (nComm=2, bScore=257.223)",https://arxiv.org/abs/hep-th/9405117
889264,"1108.3298",367.0017025328024,1,0,787631,1,367.0017025328024,"1108.3298 (nComm=1, bScore=367.002)",https://arxiv.org/abs/1108.3298
172462,"hep-th/9406105",115.51152766298144,53,3,259100,2,231.02305532596287,"hep-th/9406105 (nComm=2, bScore=231.023)",https://arxiv.org/abs/hep-th/9406105
170470,"hep-th/9409089",118.8600087366899,1210,3,644835,2,237.7200174733798,"hep-th/9409089 (nComm=2, bScore=237.720)",https://arxiv.org/abs/hep-th/9409089
880450,"hep-th/9402044",285.5013758983038,380,0,358445,2,571.0027517966076,"hep-th/9402044 (nComm=2, bScore=571.003)",https://arxiv.org/abs/hep-th/9402044
956944,"hep-th/9610043",245.61281583046835,1797,20,658293,6,1473.6768949828102,"hep-th/9610043 (nComm=6, bScore=1473.677)",https://arxiv.org/abs/hep-th/9610043
538372,"gr-qc/9310006",244.98635950483998,224,0,158248,1,244.98635950483998,"gr-qc/9310006 (nComm=1, bScore=244.986)",https://arxiv.org/abs/gr-qc/9310006
795286,"gr-qc/9310026",187.14551756766338,1741,1,644835,4,748.5820702706535,"gr-qc/9310026 (nComm=4, bScore=748.582)",https://arxiv.org/abs/gr-qc/9310026
330419,"hep-th/9510135",300.20675919941976,954,14,658293,6,1801.2405551965185,"hep-th/9510135 (nComm=6, bScore=1801.241)",https://arxiv.org/abs/hep-th/9510135
81293,"1211.5063",118.19983617595881,144,1,843965,1,118.19983617595881,"1211.5063 (nComm=1, bScore=118.200)",https://arxiv.org/abs/1211.5063
762563,"hep-th/9305142",115.24603776313307,36,0,658293,1,115.24603776313307,"hep-th/9305142 (nComm=1, bScore=115.246)",https://arxiv.org/abs/hep-th/9305142
664889,"hep-ph/9610451",115.37905735496145,430,21,59764,0,0.0,"hep-ph/9610451 (nComm=0, bScore=0.000)",https://arxiv.org/abs/hep-ph/9610451
417947,"hep-th/9209125",86.66513164638897,38,0,658293,1,86.66513164638897,"hep-th/9209125 (nComm=1, bScore=86.665)",https://arxiv.org/abs/hep-th/9209125
197939,"quant-ph/9503016",208.07632976257182,124,5,599207,1,208.07632976257182,"quant-ph/9503016 (nComm=1, bScore=208.076)",https://arxiv.org/abs/quant-ph/9503016
718679,"astro-ph/0206039",199.34038799264007,89,12,794674,1,199.34038799264007,"astro-ph/0206039 (nComm=1, bScore=199.340)",https://arxiv.org/abs/astro-ph/0206039
463517,"quant-ph/9511026",203.80083363737754,298,1,336545,3,611.4025009121326,"quant-ph/9511026 (nComm=3, bScore=611.403)",https://arxiv.org/abs/quant-ph/9511026
46253,"quant-ph/9705052",102.16168303276277,499,28,817561,3,306.4850490982883,"quant-ph/9705052 (nComm=3, bScore=306.485)",https://arxiv.org/abs/quant-ph/9705052
491195,"hep-th/9403055",121.87880500453787,251,1,323554,2,243.75761000907573,"hep-th/9403055 (nComm=2, bScore=243.758)",https://arxiv.org/abs/hep-th/9403055
93677,"hep-th/9611050",393.3448248704955,1056,56,658293,7,2753.4137740934684,"hep-th/9611050 (nComm=7, bScore=2753.414)",https://arxiv.org/abs/hep-th/9611050
561887,"hep-th/9510209",179.99104236152684,1078,16,658293,4,719.9641694461073,"hep-th/9510209 (nComm=4, bScore=719.964)",https://arxiv.org/abs/hep-th/9510209
717785,"1303.5076",208.8673164841711,4068,305,417408,2,417.7346329683422,"1303.5076 (nComm=2, bScore=417.735)",https://arxiv.org/abs/1303.5076
788633,"hep-th/9112030",103.06541622816606,239,0,340618,2,206.13083245633212,"hep-th/9112030 (nComm=2, bScore=206.131)",https://arxiv.org/abs/hep-th/9112030
747071,"1109.0222",97.22118561391143,43,1,75994,1,97.22118561391143,"1109.0222 (nComm=1, bScore=97.221)",https://arxiv.org/abs/1109.0222
924485,"astro-ph/0302207",115.80457272033429,1358,9,246082,2,231.60914544066858,"astro-ph/0302207 (nComm=2, bScore=231.609)",https://arxiv.org/abs/astro-ph/0302207
543455,"0912.0201",98.32173693590471,960,98,429924,2,196.64347387180942,"0912.0201 (nComm=2, bScore=196.643)",https://arxiv.org/abs/0912.0201
655211,"hep-th/9602043",105.15941554112669,486,31,20620,8,841.2753243290135,"hep-th/9602043 (nComm=8, bScore=841.275)",https://arxiv.org/abs/hep-th/9602043
199391,"1603.04467",103.77608741304539,910,13,697359,3,311.32826223913617,"1603.04467 (nComm=3, bScore=311.328)",https://arxiv.org/abs/1603.04467
682577,"hep-ph/9908288",110.6342395726307,723,8,322217,3,331.9027187178921,"hep-ph/9908288 (nComm=3, bScore=331.903)",https://arxiv.org/abs/hep-ph/9908288
687575,"quant-ph/9610011",85.46188534593884,102,7,817561,4,341.84754138375536,"quant-ph/9610011 (nComm=4, bScore=341.848)",https://arxiv.org/abs/quant-ph/9610011
664421,"hep-th/9305139",140.46471130028638,108,18,658293,4,561.8588452011455,"hep-th/9305139 (nComm=4, bScore=561.859)",https://arxiv.org/abs/hep-th/9305139
109523,"1206.6464",202.96703842242363,9,0,697359,1,202.96703842242363,"1206.6464 (nComm=1, bScore=202.967)",https://arxiv.org/abs/1206.6464
245747,"1207.0580",1321.2196460568564,711,0,697359,2,2642.439292113713,"1207.0580 (nComm=2, bScore=2642.439)",https://arxiv.org/abs/1207.0580
721631,"1301.3584",149.3453149246389,55,3,430785,1,149.3453149246389,"1301.3584 (nComm=1, bScore=149.345)",https://arxiv.org/abs/1301.3584
598763,"quant-ph/9701001",92.86280883738719,192,0,336545,2,185.72561767477438,"quant-ph/9701001 (nComm=2, bScore=185.726)",https://arxiv.org/abs/quant-ph/9701001
