doc
spectroscopic observation resonant electric dipole dipole interaction cold rydberg atom resonant electric dipole dipole interaction cold rydberg atom observe microwave spectroscopy laser cool rb atom magneto optical trap optically excited rydberg state pulse laser microwave pulse transfer fraction rydberg atom state second microwave pulse drive atom state state probe interatomic interaction spectral width photon probe transition find depend presence atom resonant electric dipole dipole interaction rydberg atom
loading atom large magnetic trap small intra cavity dipole trap optimize loading cold ensemble atom magnetic trap optical dipole trap sustain single far red detune mode high q optical cavity efficient despite large volume mismatch trap magnetically trap atom magnetically transport vicinity cavity mode release magnetic trap control way undergo evaporation period large number atom trap dipole potential hundred millisecond monitor number atom mode volume second tone cavity close atomic resonance probe tone pump atom ground state uncouple probe demonstrate state independent trapping apply repumper laser
atom laser base raman transition paper present atom laser scheme raman transition output coupling atom beam thermal atom boson metastable atomic state pump multimode atomic cavity cavity couple spontaneous emission single mode cavity ground atomic state certain threshold pumping rate large number atom build single quantum state transition ground state cavity enhance factor atom state couple outside cavity raman transition change internal state atom impart momentum kick allow atom leave system
