doc
screen cloud non fermi liquid scattering topological kondo device topological kondo effect arise conduction electron metallic lead couple mesoscopic superconducte island majorana fermion work minimal setup study lead electron local tunneling density state thermally smeared form motivate scan tunneling microscopy focus component oscillate twice fermi wavenumber function temperature zero bias find amplitude nonmonotonic decrease exponential thermal length control increase potentially intermediate kondo logarithm cross decay kondo logarithm present tip junction distance sufficiently small kondo length provide information kondo screen cloud low temperature decay indicate non fermi liquid scattering particular complete suppression single particle scattering topological kondo fix point temperature kondo temperature find amplitude describe universal scaling function indicative strong correlation general context consideration point utility study quantum impurity system include extract information single particle scattering matrix
kondo effect mesoscopic system kondo effect develop case non commuting operator describe interaction conduction electron impurity defect internal degree freedom interaction involve spin orbital variable case conduction electron conserve quantum number appear coupling example kondo effect involve orbital degree freedom interaction independent real spin electron conserve lead channel kondo problem low temperature behavior different channel case case fermi liquid form second strong deviation appear non fermi liquid state realize mesoscopic sample provide unique possibility study single kondo impurity paper review original spin kondo problem affect surface anisotropy fluctuation density state point contact pc discuss physics single magnetic impurity surface sample orbital effect dynamical defect consider nature defect know excellent candidate describe zero bias anomaly non fermi liquid character pc dephase time transport short wire main concern interpretation tunneling center form heavy impurity produce kondo temperature low secondly splitting see experiment small expect model extremely important identify microstructure level system find new realization
kondo lattice inequivalent local moment competitive co operative kondo screening standard heavy fermion metal feature single local moment unit cell complicated system multiple distinct local moment synthesize example discuss physics kondo lattice model local moment sublattice couple different kondo coupling conduction electron phase diagram strongly modify standard kondo lattice characteristic screen temperature distinct moment separate investigate interplay kondo effect local self energy approximation slave boson find kondo effect compete co operate depend conduction band filling regime competition small difference kondo coupling lead huge difference respective kondo scale non trivial body effect study low temperature property collective heavy fermi liquid state propose connection deplete kondo lattice system
