doc
physical surface property comet nucleus remote observation summarize collective knowledge physical surface property comet nucleus focus obtain remote observation measurement constraint effective radius comet rotation period axial ratio color index geometric albedo nucleus phase coefficient sample approximately triple publication comet ii ir survey spitzer neowise responsible bulk increase effective radius measurement advance coma morphology study long term study prominent comet result meaningful constraint rotation period change nearly dozen comet allow add range nucleus property study delay doppler radar visible light polarimetric measurement comet nucleus comet ii consider alongside traditional method study nucleus remotely use result recent situ mission notably rosetta collective property obtain remote observation context emphasize insight gain surface property prevalence highly elongate bilobate shape explore nucleus property evolve focus fragmentation likely related phenomenon outburst disintegration knowledge behavior shape recent year diverse source high resolution image nucleus fragmentation disruption event detection thousand small comet near sun regular photometric monitoring large number comet solar system detailed imaging surface mission target finally explore advance knowledge bulk nucleus property enable come year
multi wavelength observation comet pan starrs dynamically new comet panstarrs bright comet great comet hale bopp present multi wavelength observation bind passage inner solar system strong absorption band water ice detect near infrared spectra take m gemini north m irtf telescope companion band water ice observe spectral modeling absence feature explain presence sub micron sized fine ice grain gas line cn hcn co observe pre perihelion optical sub millimeter upper limit cn co production rate derive comet exhibit strong continuum optical slope red comet approach sun observation suggest unusually dust rich comet dust gas mass ratio
borderline hyperbolic comet panstarrs fade approach sun present observational numerical study borderline hyperbolic comet panstarrs perform recent passage inner solar system observation carry oasi soar october january reveal low level activity relative measure long period comet addition observe decrease brightness comet get close sun photometric datum obtain approach perihelion april comet active usually expect case long period comet value line short period comet specifically jupiter family comet hand observed increase value spectral slope dust coma decrease indicate small dust particle disperse coma radiation pressure fast inject possible sublimation jet analysis orbital evolution suggest dynamically old comet new masquerade dynamically old comet likely origin solar system
