doc
planet disk interaction orbital evolution planet form grow gaseous protoplanetary disk mutual gravitational interaction disk planet lead exchange angular momentum migration planet review current understanding disk planet interaction focusse particular physical process determine speed direction migration describe evolution low mass planet embed protoplanetary disk examine influence lindblad corotation torque function disk property role disk cause evolution eccentricity inclination discuss describe rapid migration intermediate mass planet occur runaway process examine transition gap formation slow migration drive viscous evolution disk massive planet role influence disk self gravity magnetohydrodynamic turbulence discuss detail function planet mass evolution multiple planet system finally address question global model planetary formation include migration able match observation extrasolar planet
dynamical origin multi planetary system recently discover planetary system consist jupiter saturn mass planet likely mean motion resonance standard scenario form planetary commensurabilitie convergent migration planet embed protoplanetary disc planet initially separate period ratio large convergent migration likely lead stable resonance moderate migration rate avoid fate formation planet close prevent resonance propose simultaneous formation planet small annulus unlikely rapid type iii migration outer planet cross resonance possible way problem paper investigate idea detail present estimate require convergent migration rate confirm n body hydrodynamical simulation dynamical history planetary system phase rapid inward migration form resonant configuration predict orbital parameter planet similar evidence use orbital parameter simulation calculate radial velocity curve compare observation model explain observational datum good previously report fit eccentricity planet considerably small libration pattern different year possible observe planet planet interaction directly distinguish different dynamical state
presence gas giant affect formation mean motion resonance low mass planet locally isothermal gaseous disc paper investigate possibility migration induce resonance lock system contain planet earth analog super earth gas giant planet list order increase orbital period body embed locally isothermal gaseous disc orbit solar mass star interested answer follow question low mass planet form resonant structure vicinity gas giant case gas giant absent gas giant system show low mass planet undergo convergent differential migration capture mean motion resonance choice disc parameter planet mass paper formation resonance absence jupiter observe work add gas giant external orbit system way differential migration convergent low mass planet result set speeding migration super earth planet lock triple mean motion resonance resonance maintain low mass planet eccentricity excitation fact lead close encounter planet eventually ejection internal orbit low mass planet
