doc
subgroup compact abelian group subgroup infinite compact abelian group dual group x closed subgroup annihilator admit hausdorff minimally periodic group topology close subgroup infinite compact abelian group metrizable connected prove compact abelian group infinite exponent subgroup give negative answer problem
normal subgroup automorphism group describe structure virtually solvable normal subgroup automorphism group right angle artin group particular prove finite normal subgroup order clique finite normal subgroup trivial property implication automatic continuity algebraic epimorphism locally compact hausdorff group continuous isomorphic join contain vertex set invertible element dense reduce group obtain similar result graph product cyclic group description center term define graph
order unitary subgroup modular group algebra let kg group algebra finite p group g finite field k characteristic compute order unitary subgroup group unit g extraspecial group central product group cyclic group order g abelian subgroup index element b b invert element
