doc
single peak co emission line profile inner region protoplanetary disk study warm molecular gas inner region au circumstellar disk young star significant importance understand planet form inner zone disk explore unprecedented detail high spectral spatial resolution spectrometer crire vlt paper investigate set disk co ro vibrational micron emission line profile characterize single narrow peak broad base extend km s readily explain keplerian motion gas inner disk line profile symmetric high line continuum ratio central velocity shift km s relative stellar radial velocity disk subsample accrete central star high rate relative parent sample disk co line suggest line excited uv fluorescence analysis spatial distribution show line form au central star conclude broad centrally peak line profile inconsistent double peaked profile expect inclined disk keplerian rotation alternative non keplerian line formation mechanism discuss include thermally magnetically launch wind funnel flow likely interpretation profile originate combination emission inner au circumstellar disk enhanced turbulence slow move disk wind launch euv emission soft x ray
massive protoplanetary disk trapezium region abridge determine disk mass distribution star young orion nebula cluster image x region mm continuum emission owens valley millimeter array sample star observe mm emission sigma noise level source detect optically silhouette bright nebular background addition detect object correspond know near ir cluster member comparison measured flux long wavelength observation enable rough separation dust emission thermal free free emission find substantial dust emission object object detect mm near ir wavelength exhibit substantial dust emission exclude high mass star assume gas dust ratio estimate circumstellar mass range msun cluster member detect mm image individual object stack constrain mean mm flux ensemble average flux detect sigma confidence level imply average disk mass msun comparable minimum mass solar nebula percentage star orion surround disk massive msun consistent disk mass distribution taurus argue massive disk orion appear truncate close encounter high mass star comparison average disk mass number massive dusty structure orion similar survey ngc ic cluster constrain evolutionary timescale massive circumstellar disk cluster environment
measure ratio gas dust emission radius protoplanetary disk lupus star form region perform comprehensive demographic study co extent relative dust disk population lupus cloud order find indication dust evolution possible correlation property increase number disk region measured co dust size observation atacama large millimeter submillimeter array alma size obtain model j line emission continuum emission mm empirical function nuker profile gaussian function co emission extended dust continuum median value entire population sub sample high completeness disk lupus disk population size ratio base thermo chemical modeling value explain disk undergo grain growth radial drift disk unusual property term stellar mass disk mass co dust size mass accretion search correlation size ratio weak monotonic anti correlation find lack strong correlation remarkable suggest bulk population similar evolutionary stage independent stellar disk property result investigate optical depth difference co dust continuum play role infer size ratio lastly co emission majority disk consistent optically thick emission average co temperature
