doc
detection atmospheric muon neutrinos icecube string detector icecube neutrino detector cubic kilometer tev pev neutrino detector construction geographic south pole dominant population neutrino detect icecube meson decay cosmic ray air shower atmospheric neutrino relatively understand serve calibration verification tool new detector detector approximately complete report datum acquire detector configuration observe atmospheric neutrino signal consistent expectation demonstrate icecube detector capable identify neutrino event day livetime neutrino candidate select expectation event atmospheric neutrinos
characteristic diffuse astrophysical electron tau neutrino flux year icecube high energy cascade datum report measurement astrophysical neutrino flux particle shower cascade icecube datum assume standard oscillation astrophysical neutrino dedicated cascade sample dominate electron tau flavor flux observe sensitive energy range consistent single power law model expect fermi type acceleration high energy particle astrophysical source find flux spectral index flux normalization neutrino flavor agreement icecube complementary muon neutrino result neutrino flavor fit result measured energy range reject spectral index significance level high neutrino energy resolution low atmospheric neutrino background analysis provide detailed characterization neutrino flux energy compare previous icecube result result fit assume complex neutrino flux model suggest flux soften high energy flux harden low energy p value sizable smooth flux measure remain puzzle order violate isotropic diffuse gamma ray background measure fermi lat suggest existence astrophysical neutrino source characterize dense environment opaque gamma ray
atmospheric astrophysical neutrino tev interact icecube icecube neutrino observatory design primarily search high energy tev pev neutrino produce distant astrophysical object search neutrino interact inside instrument volume recently provide evidence isotropic flux neutrino low energy icecube collect large number neutrino weak decay meson cosmic ray air shower present result search neutrino interaction inside icecube instrument volume tev pev day datum take lower energy threshold neutrino southern sky tev time far threshold previous high energy analysis astrophysical neutrino remain dominant component southern sky tev datum derive new constraint diffuse astrophysical neutrino spectrum strong upper limit flux neutrino charmed meson decay atmosphere time benchmark theoretical prediction previous icecube result confidence
