doc
confirm new white dwarf ultracool dwarf binary candidate present result study discover prospective new white dwarf l dwarf binary identify near infrared excess ukidss catalogue obtain optical spectra validate white dwarf nature candidate primary star confirm white dwarf determine effective temperature gravity white dwarf determine near infrared excess indicative cool companion suggestive late m dwarf companion candidate l dwarf companion straddle boundary present near infrared spectra additional candidate white dwarf ultracool dwarf binary white dwarf primary previously confirm spectra indicate candidate boundary potential l dwarf companion suspect m dwarf show photometric variability hour period suggest system close radial velocity follow require confirm system close widely separate
hot subdwarfs close binary observe space ii analysis light curve hot subdwarf close binary m dwarf brown dwarf white dwarf companion unique light variation hot subdwarf binary m dwarf brown dwarf companion observe call reflection effect hot subdwarfs close white dwarf companion ellipsoidal modulation doppler beaming aim analysis light variation derive mass radius companion determine nature assume probable sdb mass radius sdb derive fit spectral energy distribution gaia parallax high signal noise space base light curve transit exoplanet survey satellite space mission reflection effect binary ellipsoidal modulation binary observe well quality possible ground base observation high quality light curve allow analyse large sample sdb binary m dwarf white dwarf companion lcurve time constrain absolute parameter companion reflection effect system cover period hour companion mass hydrogen burn limit early m dwarf determine mass white dwarf companion hot subdwarf binary show ellipsoidal modulation cover far unexplored period range hour derived mass white dwarf companion white dwarf companion likely helium core white dwarf combine result previously measure rotation velocity allow derive rotation period seven sdbs short period binary system rotation period sdb agree tidally lock orbit system sdb rotate significantly slow
mass radius discovery m dwarf eclipse type star present observation new single line eclipse binary consist star m dwarf discover wide angle search planet transit photometry survey wasp photometry spectroscopic measurement find orbital period day mass radius orbital period day mass depend eccentricity radius find star relatively low rotational velocity closely match orbital velocity m dwarf suggest spin m dwarf
