doc
broadband high energy emission redback millisecond pulsar psr present result joint xmm newton nustar observation gamma ray emit millisecond pulsar compact binary psr x ray emission kev detect joint spectrum model power law plus neutron star atmosphere model distance kpc kev luminosity erg detect day binary orbital period double peaked structure waveband combine update fermi gev datum model broadband spectral energy distribution x ray modulation intrabinary model involve shock interaction pulsar wind outflow companion star lastly report high resolution x ray image provide chandra rule propose pulsar wind nebula associate psr
intrinsic collective x ray spectrum luminous high mass x ray binary sample luminous erg s unabsorbed kev luminosity high mass x ray binary hmxb candidate find chandra nearby galaxy construct collective x ray spectrum hmxbs local universe unit star formation rate correct observational bias associate intrinsic diversity hmxb spectra x ray absorption interstellar medium spectrum fit power law photon index dominate ultraluminous x ray source erg hard source kev kev flux ratio dominate kev soft supersoft source flux ratio respectively low energy derive spectrum probably represent angle integrate x ray emission super critically accrete stellar mass black hole neutron star local universe provide important constraint supercritical accretion model reference spectrum calculation x ray preheating universe generation x ray binary
chandra observation x ray luminous star form galaxy merger report result chandra observation x ray luminous star form galaxy detect discrete x ray source luminosity kev band contribute total galactic emission band remain emission associate diffuse component spatially coincident region widespread star formation detect x ray emission nucleus discrete source complex nuclear region ngc find hard spectrum associate origin agn like spectrum detect high x ray energy beppo sax
