doc
minimal model lorentz gauge gravity dynamical torsion new lorentz gauge gravity model type lagrangian propose absence classical torsion model admit topological phase arbitrary metric analyze equation motion constant curvature space time background lagrange formalism demonstrate model possess minimal set dynamic degree freedom torsion surprisingly number torsion dynamic degree freedom equal number physical degree freedom metric tensor interesting feature model spin mode torsion dynamical essentially non linear structure theory perform covariant loop quantization model special case constant curvature space time background treat contortion quantum field variable metric tensor keep classical object discuss possible mechanism emergent einstein gravity effective theory induce quantum dynamic torsion
riemannian gauge theory charge quantization traditional gauge theory matter field gauge field fundamental object theory traditional gauge field similar connection coefficient riemannian geometry covariant derivative field strength tensor similar curvature tensor contrast connection riemannian geometry derive metric embed space guide physical principal increase symmetry force propose different construction instead define transformation property fundamental gauge field derive gauge theory embedding gauge fiber f f trivial embed vector bundle f f n new action symmetric gauge theory riemannian geometry express gauge covariant field term orthonormal gauge basis vector recover traditional gauge theory contrast new theory matter field particular fiber couple coupling constant matter field fiber symmetry group couple charge physical origin unique coupling constant generalization general relativity equivalence principle action independent choice basis natural invariance group r c new action require small correction general relativity action proportional square curvature tensor
compact star t gravity teleparallel theory equivalent general relativity gravity curvature gravity describe torsion know literature host alternative theory gravity call extended theory additional term add action example gravity ricci scalar scalar torsion respectively way probe alternative gravity compact object fact literature series paper compact object gravity particular paper consider t real constant paper generalise extension consider compact star f t t gravity real constant look implication maximum mass compactness comparison general relativity lead constrain parameter positive integer restriction impose cosmology
