doc
approximate equivalence von neumann algebras suppose separable unital ash sigma finite factor von neumann algebra unital range projection murray von neuman equivalent prove approximately unitarily equivalent modulo norm close ideal generate finite projection prove general result concern approximate equivalence arbitrary finite von neumann algebras
semigroup finite von neumann algebras let finite von neumann algebra asymptotic result sequence mapping relate operator belong second extend short way similarity result give unbounded semigroup operator contain finite von neumann algebra
unitary implementation locally compact quantum group action paper study action locally compact quantum group von neumann algebras prove action canonical unitary implementation parallel haagerup classical result unitary implementation locally compact group action result important tool study quantum group action use paper study subfactor inclusion von neumann algebras alpha action locally compact quantum group von neumann algebra n necessary sufficient condition inclusion fix point algebra algebra n crossed product basic construction alpha outer integrable action factor n prove inclusion fix point algebra algebra n irreducible depth regular give converse result enock nest finally prove equivalence minimal outer action generalize theorem yamanouchi integrable outer action infinite fix point algebra dual action
