doc
probe light charge higgs boson pseudoscalar higgs boson boson model lhc papar study production decay charge higgs boson pseudoscalar higgs boson boson lhc flavor dependent model fdm lhc consider constraint perturbative unitarity experimental measurement flavor physics datum higgs signal strength electroweak precision observable investigate relevant process analyze common lhc search channel motivate excess t report atlas suggest charge higgs boson mass near gev consistent b anomaly expectation perform dedicated simulation charge higgs mass result support experimental hint predict particle high discovery potential future high luminosity large hadron collider hl lhc contrast pseudoscalar boson predict model remain reach current experiment expect sensitivity tev collider integrated luminosity
constraint new phenomenon higgs boson coupling invisible decay atlas detector atlas experiment lhc measure higgs boson coupling mass search invisible higgs boson decay multiple production decay channel collision datum tev tev current study measured production decay rate observed higgs boson decay channel result associate production higgs boson quark pair probe scaling coupling mass limit set parameter extension standard model include composite higgs boson additional electroweak singlet higgs doublet model measured mass scalar higgs boson decay mode low limit set pseudoscalar higgs boson mass gev hmssm simplify minimal supersymmetric standard model result direct search heavy higgs boson interpret hmssm direct search invisible higgs boson decay vector boson fusion associate production higgs boson w w z mode statistically combine set upper limit higgs boson invisible branching ratio use measured visible decay rate general coupling fit improve upper limit constrain higgs portal model dark matter
constraint light charge higgs boson neutral partner quark pair lhc charge higgs boson play essential role distinguish wide variety standard model extension multiple higgs doublet search collider experiment paper expand previous work broad higgs mass space discussion subsequent issue study prospect light charge higgs boson produce quark pair large hadron collider lhc decay boson shell pair quark shell production intermediate neutral higgs boson reinterpret cross section final state measure atlas collaboration lhc tev presence decay chain t b b neutral higgs boson variably lighter charge higgs boson find improved agreement datum obtain limit total branching ratio aforementioned decay chain limit impose strong constraint parameter space type higgs doublet model higgs mass sample higgs boson calculate potential constraint pseudodata high luminosity run lhc
