doc
type ii quantum spin hall insulator quantum spin hall effect usually realize dimensional material time reversal symmetry realize symmetry protection remain unexplored propose type ii quantum spin hall insulator quantize spin hall conductivity edge state opposite chirality polarization distribute different brillouin zone region connect conduction valence band boundary type ii quantum spin hall insulator require symmetry protection translational symmetry base symmetry analysis principle electronic structure calculation demonstrate type ii quantum spin hall insulator realize altermagnetic material lutting compensate magnetic material furthermore base lattice model find long symmetry exist type ii quantum spin hall insulator phase exist stably symmetry break type ii quantum spin hall insulator phase transform obstruct atomic insulator phase spin orbit coupling effect enhance work propose new mechanism realize quantum spin hall effect enrich type unconventional magnetic topological phase
dirac fermion topological phase magnetic topological insulator film develop dirac fermion theory topological phase magnetic topological insulator film theory base exact solution energy wave function effective model dimensional topological insulator ti film find ti film consist pair massless massive dirac fermion surface state series massive dirac fermion bulk state massive dirac fermion carry zero integer quantum hall conductance valence band fully occupy massless dirac fermion carry half quantum hall conductance chemical potential locate dirac point finite range magnetic exchange interaction magnetic layer film manipulate mass chirality dirac fermion give rise distinct topological phase cover know topological insulate phase quantum anomalous hall effect quantum spin hall effect axion effect novel topological metallic phase half quantize hall effect half quantum mirror hall effect metallic quantum anomalous hall effect
quantum spin hall effect topological insulator original motivation great interest topological insulator hope observe quantum spin hall effect material topological insulator state frequently quantum spin hall state despite impressive experimental result confirm existence quantum spin hall state quantum spin hall effect detect short overview originally suggest quantum spin hall effect quantum spin conductance determine topological chern number paper analyze crucial role boundary condition observation effect finally discuss quantum spin hall effect observe
