doc
recent development theory lorentz space weight inequality main objective work bring known priori unrelated theory deal weighted inequality hardy littlewood maximal operator consider boundedness weighted lorentz space example historically relevant motivation correspond study boundedness m characterize muckenhoupt give rise call weight second case recent theory completely solve muckenhoupt turn boundedness see equivalent boundedness hardy operator restrict decrease function class weight satisfy boundedness know class enjoy similar feature come different theory technique case zygmund decomposition cover lemma rearrangement invariant property positive integral operator aim unified version theory contrary expect solution give term limit case consider complicated condition reflect difficulty estimate distribution function hardy littlewood maximal operator respect general measure
boundedness fractional maximal operator variable lebesgue space space homogeneous type give space homogeneous type sufficient condition variable exponent p fractional maximal operator map p q endpoint case prove correspond weak type inequality application prove norm inequality fractional integral operator proof fractional maximal operator use theory dyadic cube space homogeneous type euclidean set simple exist proof fractional integral operator extend pointwise inequality welland space homogeneous type work generalize result euclidean case extend recent work adamowicz et al hardy littlewood maximal operator space homogeneous type
convergence fouri series endpoint consider problem endpoint harmonic analysis solution problem relate estimate class sublinear operator introduce new function space play analogue role classical hardy space space subspace prove follow result convergence convergence fouri series hold function second sublinear operator initially define function zygmund operator singular multipli operator singular integral operator bochner riesz mean critical index certain oscillatory singular integral operator admit extension map final hardy littlewood maximal operator bound
