doc
simpson correspondence singular variety positive characteristic main aim paper provide analogue simpson correspondence singular projective variety define algebraically closed field characteristic main case case consider analogue numerically flat vector bundle big open subset normal projective variety arbitrary singularity introduce s fundamental group scheme quasi projective variety admit compactification complement codimension prove group scheme coincide s group scheme regular locus small projective compactification particular provide new invariant normal projective variety isomorphic codimension second case consider vector bundle integrable normal projective variety liftable modulo case restrict variety singularity analogous log canonical singularity prove semistable higgs vector bundle regular locus appropriately define vanish chern class admit canonical higg de rham flow provide analogue result greb kebekus taji peternell finally application obtain result variety define characteristic zero
moduli space semistable sheaf singular genus curve find equivalence derive category coherent sheaf gorenstein genus curve preserve pure dimensional sheaf establish new identification certain simpson modulus space semistable sheaf curve rank zero modulus space symmetric power curve whilst fix positive rank finite number non isomorphic space prove similar result relative semistable modulus space arbitrary genus fibration condition base total space cycle projective line unique degree stable sheaf line bundle have degree irreducible component sheave support irreducible component prove connected component modulus space contain vector bundle rank isomorphic symmetric product rational curve node
motif hodge conjecture modulus space pair let smooth projective curve genus fix pair consist algebraic vector bundle rank degree section concept stability pair depend real parameter let modulus space pair rank degree prove generic curve moduli space satisfy hodge conjecture n obtain prove motivate
