doc
constrain fraction binary black hole form isolation young star cluster gravitational wave datum binary black hole merger detect observing run advanced ligo virgo expect observe near future open possibility gravitational wave astronomy well constrain property black hole binary single source astrophysical population paper address problem gravitational wave measurement estimate proportion merge black hole produce isolated binary binary evolve young star cluster end use bayesian hierarchical modeling approach apply catalog merge binary black hole generate state art population synthesis n body code particular current advanced ligo virgo observation mildly constrain mixing fraction f formation channel expect narrow fractional error hundred detection
learn compact binary merger interplay numerical relativity gravitational wave astronomy activity datum analysis numerical simulation gravitational wave date largely proceed independently work study waveform obtain numerical simulation effectively data analysis effort search gravitational wave black hole binary propose measure quantify accuracy numerical waveform purpose datum analysis study sensitive analysis error waveform estimate template simulation different mass ratio need detect wave non spinning binary black hole total mass range msun m msun initial ligo course simulation run need confirm correct physics capture numerical evolution perspective discuss source systematic error numerical waveform extraction provide order magnitude estimate computational cost simulation estimate cost parameter space survey finally discuss information near future numerical simulation compact binary system useful enhance detectability event contemporary gravitational wave detector emphasize role numerical simulation interpretation eventual gravitational wave observation
propagation effect gravitational wave detector response response detector gravitational wave function frequency time photon move fabry perot cavity order period gravitational wave phase difference gravitational wave integral path present formula description detector response gravitational wave varied frequency ligo datum gw reexamine framework travel time photon ligo detector bit large half period high frequency gravitational wave similar result obtain ligo virgo collaboration luck case time photon travel detector large period high frequency gravitational wave announce signal match template initial black hole mass
