doc
heisenberg antiferromagnet square lattice exact diagonalization spin present numerical exact result ground state low lie excitation heisenberg antiferromagnet finite square lattice site finite size extrapolation determine ground state energy magnetic order parameter spin gap uniform susceptibility spin wave velocity spin stiffness function frustration parameter agreement generally except scenario find semiclassical magnetically order phase separate gapful quantum paramagnetic phase estimate
spectral function extended antiferromagnetic heisenberg model triangular lattice study extended antiferromagnetic heisenberg model triangular lattice include near neighbor interaction scalar chiral term model exhibit rich phase diagram feature compete phase different quantum spin liquid magnetically order state include coplanar order stripe order non coplanar tetrahedral order employ large scale matrix product state simulation optimize gpu obtain high resolution dynamical response calculation reveal spectral feature order liquid regime phase diagram analyze comparison analytical prediction field theoretical approach identify unique signature order phase form gapless goldstone mode ordering wave vector result quantum spin liquid regime indicative dirac spin liquid chiral spin liquid phase find signature spinon fractional excitation underlie theory manifest onset spinon continuum agree prediction kalmeyer laughlin ansatz ground state wave function collective mode view spinon bind state discuss finite size effect consistency presumption field theory review dynamical structure factor regard experimentally relevant feature occurrence highly dispersive signal global distribution spectral weight
global phase diagram quantum spin liquid triangular antiferromagnet study heisenberg model triangular lattice near neighbor near neighobr heisenberg interaction additional scalar chiral interaction spin triangle large scale density matrix renormalization group calculation cylinder geometry increase interaction establish quantum phase diagram magnetically order phase stripe phase non coplanar tetrahedral phase magnetic order phase find chiral spin liquid csl phase identify bosonic fractional quantum hall state possible spontaneous rotational symmetry breaking switch chiral interaction find previously identify spin liquid triangular model show phase transition csl phase small compute spin triplet gap spin liquid phase finite size result suggest large gap odd topological sector small vanish gap sector discuss implication result nature spin liquid phase
