doc
sn rapidly decline type ii supernova early interaction signature present optical photometric spectroscopic analysis fast decline hydrogen rich type ii supernova sn light curve property sn align fast decline type ii sne sne sn exhibit peak absolute magnitude mag v band follow rapid decline mag recombination phase early spectra sn exhibit high ionisation emission feature narrow h balmer line persist d explosion indicate presence circumstellar material csm close proximity comparison feature type ii sne display early interaction reveal similarity feature observe sne g compare early spectra literature model estimate mass loss rate order radiation hydrodynamical modelling light curve suggest mass loss progenitor short period prior explosion total material progenitor furthermore light curve modelling infer zero age main sequence mass progenitor progenitor radius explosion energy erg
sn sn like type ia supernova explode metal poor low surface brightness galaxy conduct photometric spectroscopic observation peculiar type ia supernova sn ia discover tsinghua naoc transient survey peculiar object explode outskirt metal poor low surface brightness galaxy mag photometric analysis reveal sn subluminous mag exhibit relatively broad light curve mag similar behavior sn analysis bolometric light curve indicate synthesize explosion sn suggest energetic thermonuclear explosion compare normal sne ia leave considerable unburned material ejecta spectroscopically sn resemble sn like sne ia ejecta velocity infer carbon absorption line km low silicon line km maximum light additionally absorption line broad like sne ia peculiarity suggest presence significant unburned carbon inner region wide line form region line sight characteristic suggest sn originate violent merger white dwarf binary system view near orientation iron group element cavity cause companion star
hnk calcium rich transient sn helium shell detonation sub chandrasekhar white dwarf present observation modeling sn rich supernova sn consistent result shell double detonation explosion c o white dwarf find sn intrinsically red relative typical thermonuclear sne relatively low peak luminosity mag set apart low luminosity type ia supernovae sne ia sn fast rise light curve consistent rich transient d determine sn produce ejecta photospheric spectra strong high velocity ii absorption significant line blanket angstrom make distinct typical sn like rich sne sn remarkably similar sn model shell double detonation explosion demonstrate spectra light curve sn model detonation helium shell surface c o white dwarf analysis highlight second observe case shell double detonation suggest specific thermonuclear explosion physically distinct sne define simply low luminosity strong ii emission
