doc
mediate interaction mixture ultracold atom describe recent theoretical experimental development mediate interaction mixture bosonic fermionic atom discuss particle hole excitation fermi sea induce long range interaction heavy impurity atom bose einstein condensate conversely phonon excitation bose einstein condensate induce interaction fermionic atom mediate interaction exhibit different short range long range scaling regime distance strong induce fermion superfluidity discuss prospect observe new phenomenon arise mediated interaction experimentally outline recent study bose fermi mixture platform suited investigate fermion mediate interaction cs bose einstein condensate immerse degenerate li fermi gas prepare tunable interspecie interaction weak coupling regime precision measurement condensate property reveal fermion mediate attraction boson match theoretical prediction strong coupling regime observe suppression revival sound mode novel body resonance altogether aim highlight instance experiment theory agree promise prospect engineer long range interaction atomic quantum gas
structure bose einstein condensate ground state construct macroscopic wave function describe bose einstein condensate weakly excited state structure mean field hamiltonian compare state experimental value second order correlation function
bose einstein condensate rotate lattice strongly interact boson rotate square lattice investigate modify bose hubbard hamiltonian system correspond rotate lattice potential imprint trap bose einstein condensate second order quantum phase transition state different symmetry observe discrete rotation rate square lattice study possible ground state symmetry
