doc
extragalactic globular cluster near infrared ic ngc present result combine optical near infrared photometry globular cluster system giant elliptical ic ngc use reduce age metallicity degeneracy v h color color diagram derive cumulative age distribution red sub population globular cluster search age sub population age distribution compare determine simulate globular cluster system order set constraint relative age size globular cluster sub population galaxy find significant fraction globular cluster age gyr investigate metallicity distribution system small number statistic prevent make definite statement concern ngc find derive metallicity distribution ic cluster strongly depend assumed age distribution base likely result find large number young intermediate age cluster gyr select globular cluster sample find metallicity peak old cluster young cluster metal poor cluster find metallicity distribution young intermediate globular cluster population significantly affect choice apply single stellar population model mean metallicity second generation globular cluster change mention extremely high dex dex note model dependency severe increase age cluster population
chemical abundance metal rich old open cluster ngc ngc framework project aim derive homogeneous way property age distance redden detailed chemical abundance large sample old open cluster present metal abundance abundance ratio light c n o na mg al si ti heavy cr mn ni ba eu element galactic open cluster ngc ngc perform spectrum synthesis select line high resolution spectra red clump star ngc take uve feros spectrograph determine abundance element red clump star ngc observe sarg derive atmospheric parameter iron carbon oxygen abundance previous paper gratton et al average metallicity ngc fe rm dex systematic error dex obtain extensive spectral synthesis fe line intermediate age cluster closely resemble old open cluster ngc far chemical composition concern c n o significant abundance scatter underabundant respect solar value ngc ngc find evident star star scatter element measure cluster possible exception na ngc cluster similar abundance mg overabundant ngc ngc solar scale alpha element abundance compare abundance ratio literature value disk giant dwarf bulge giant find general good agreement run elemental ratio fe h disk object
chemical abundance analysis red giant branch star globular cluster context globular cluster know host multiple stellar population signature formation process globular cluster low mass globular think host multiple population aim investigate red giant branch star aim provide detailed chemical inventory cluster determine radial velocity provide additional insight possible presence multiple population cluster method obtain high resolution flame uve vlt spectra red giant branch star likely member perform local thermodynamic equilibrium abundance analysis base dimensional plane parallel model atmosphere abundance derive line equivalent width spectrum synthesis result measure abundance na iron peak fe v cr ni mn mg si ti neutron capture element y ba eu mean cluster heliocentric radial velocity metallicity sodium abundance ratio km s km s fe dex na dex respectively low na abundance appreciable spread suggestive cluster dominate generation star agreement result base low resolution spectroscopy low number star observe allow rule minor population second generation star observed chemical abundance compatible trend observe milky way star
