doc
weakly compact cardinal unfoldable weakly measurable nearly prove suitable large cardinal hypothesis weakly compact cardinal unfoldable weakly measurable nearly desire addition prove global result show entire class weakly compact cardinal proper class coincide class unfoldable cardinal class weakly measurable cardinal class nearly cardinal nearly desire function result answer question open literature extend large cardinal identity crisis phenomenon identify magidor strongly compact cardinal
compact cardinal value diagram assume strongly compact cardinal consistent assumption consistent
control classical cardinal characteristic collapse cardinal give force notion force certain value classical cardinal characteristic real compose collapse cardinal composition force previous value characteristic force distinct value keep value diagram distint boolean ultrapower method new maximum construction avoid large cardinal
