doc
homotopy theory spectral category construct quillen model structure category spectral category weak equivalence symmetric spectra analogue notion equivalence category
triangulate structure induce simplicial descent category present paper devoted study homotopy category associate simplicial descent category d s e prove class e equivalence calculus left fraction quotient category d modulo homotopy study fiber cofiber sequence induce descent structure example fiber cofiber sequence deduce commutative differential grade algebras simplicial set topological space prove homotopy category stable simplicial descent category triangulate addition triangulate structure extend homotopy category diagram category corollary obtain triangulate structure filter derive category abelian category derive category dg module dg category stable derive category fibrant spectra localized category mixed hodge complex
yoneda algebras singularity category finite dimensional algebra finite representation type additive generator investigate property yoneda algebra grade coherent gorenstein self injective dimension grade singularity category triangle equivalent derive category stable auslander algebra result remain valid representation infinite algebra introduce yoneda category additive closure shift derive category coherent gorenstein self injective dimension singularity category triangle equivalent derive category stable category triangle equivalence apply theory realization functor algebraic triangulate category f category formulate filter derive category dg category assure existence realization functor
